System ID	Name Title	Name Title Notes	Other Name
"1324"	"Untitled (New Mexico Landscape), Schneider Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1325"	"Untitled (New Mexico Landscape), Schneider Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Librar; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1326"	"Untitled (New Mexico Landscape), Schneider Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1327"	"Untitled (Taos Pueblo Church), Schneider Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1328"	"Untitled (Taos Pueblo Church) Schneider Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1329"	"Untitled (New Mexico Landscape) Schneider Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1330"	"Untitled (New Mexico Landscape) Schneider Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1331"	"Untitled (New Mexico Landscape) Schneider Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1332"	"Untitled (New Mexico Landscape) Schneider Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1333"	"Untitled (New Mexico Landscape) Schneider Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1334"	"Untitled (New Mexico Landscape) Schneider Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1335"	"Untitled (Cross) Schneider Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1336"	"Untitled (Ranchos Church) Schneider Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. ^ ^Remarks: See cat. nos. 661-64, 704, 705"	
"1337"	"Untitled (Cross) Schneider Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1338"	"Untitled (Cross), Schneider Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. ^ ^Remarks: See cat. nos. 668, 669"	
"1339"	"Untitled (Ranchos Church) Schneider Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. ^ ^Remarks: See cat. nos. 661-64, 704, 705"	
"1340"	"Untitled (Cross) Schneider Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. ^ ^Remarks: See cat. nos. 668, 669"	
"1341"	"Untitled (Mt. Fuji)"	"Remarks: source of title: image. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. See cat. no. 1965. O'Keeffe traveled to Japan in 1959 and 1960."	"Mt. Fuji      "
"1342"	"Untitled (Abstraction)"	"Remarks: Source of title: image. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. See cat. nos. 1471, 1477."	
"1343"	"Clouds 5/ Yellow Horizon and Clouds"	"Remarks: Source of first title: backing inscriptions 1, 2. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art. Backing inscription 2 dales 1963. Abiquiu Notebooks, The Georgia ^O'Keeffe Foundation dates 1964."	"Above Clouds Again   Former Title   [AN]"
"1344"	"Untitled (Landscape)"	"Remarks: Source of title: image. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. See cat. nos. 1234, 1235, 1253-60, 1266,  1461, 1998, 2000."	
"1345"	"Idol"	"Remarks: Source of title: Abiquiu Notebooks, The Georgia ^O'Keeffe Foundation. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art.  Barbara Buhler Lynes"	
"1346"	"Idol's Head"	"Remarks: Double entries Abiquiu Notebooks, The Georgia ^O'Keeffe Foundation. Source of first title: Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art. Barbara Buhler Lynes"	"Katchina   Former Title   [AN]"
"1348"	"Untitled (Cross), Schneider Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. ^ ^Remarks: See cat. nos. 668, 669"	
"1349"	"Untitled (New Mexico Landscape), Beverly Spiral Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes"	
"135"	"Georgia O'Keeffe with Chair"		"Georgia O'Keeffe with Chair [portrait of Georgia O'Keeffe]   Descriptive Title   , Georgia O'Keeffe, Abiquiu, New Mexico, 1958   Alternate Title   Title for the same image at the Center For Creative Photography ^Accession# 82.27.1 ^Description: [standing on plank threshold step of doorway in corner of adobe home, stepping stones along walls, tubular metal structure in left foreground]"
"1350"	"Untitled (New Mexico Landscape), Beverly Spiral Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes"	
"1351"	"Untitled (Tree), Beverly Spiral Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes ^ ^Remarks: See cat. nos. 683-85, 745, Appendix II, no. 99."	
"1352"	"Untitled (New Mexico Landscape), Beverly Spiral Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes"	
"1353"	"Untitled (New Mexico Landscape), Beverly Spiral Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes"	
"1354"	"Untitled (New Mexico Landscape), Beverly Spiral Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes"	
"1355"	"Untitled (New Mexico Landscape), Beverly Spiral Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes"	
"1356"	"Untitled (New Mexico Landscape), Beverly Spiral Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes ^ ^Remarks: See cat. no. 740."	
"1357"	"Untitled (Flower), Beverly Spiral Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes ^ ^Remarks: See cat. nos. 1055-57, 1158."	
"1358"	"Untitled (New Mexico Landscape), Beverly Spiral Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes."	
"1359"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes"	
"136"	"Black Place III"	"Remarks: Source of first title: backing inscription 1, WA, DA. WA indicates, ""Exam. at Amer. Place"" [notes inscription 2]."	"Black Place - III   Former Title   , Black Place No. III   Former Title   [AN]"
"1361"	"Equivalent HH1"		
"1362"	"Georgia O'Keeffe -  After Return from New Mexico"		
"1370"	"Georgia O'Keeffe"		
"1372"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1373"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1374"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1375"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1376"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1377"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1378"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1379"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes."	
"1380"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes."	
"1381"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes."	
"1382"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes."	
"1383"	"Untitled (Ranchos Church), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes. ^ ^Remarks: See cat. nos. 661-64, 704, 705."	
"1384"	"Untitled (Ranchos Church), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes. ^ ^Remarks: See cat. nos. 661-64, 704, 705."	
"1385"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes."	
"1387"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes."	
"1388"	"O'Keeffe opening the curtains of her studio"		
"1391"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes."	
"1393"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes."	
"1394"	"Untitled (Black Mesa Landscape), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes."	
"1396"	"Untitled (Black Mesa Landscape), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes."	
"1398"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes."	
"14"	"Three women"	"Source of title: OKW. Not recorded WA, DA, AN. Completed in San Antonio. See cat. no. 228."	
"140"	"Paint Brush"		
"1400"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes."	
"1401"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes."	
"1402"	"O'Keeffe at the Ranch"		
"1403"	"Georgia Caring for Her Herb Seedlings"		
"1404"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes."	
"1405"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes."	
"1406"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes."	
"1407"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes."	
"1408"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes."	
"1409"	"Untitled (Church Steeple), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes. ^Remarks: See cat. no. 706."	
"141"	"Peruvian Landscape"	"Remarks: Source of title: AN after 1977. Not recorded WA, DA. See cat. nos. 1295, 1302."	
"1410"	"Untitled (Tree and Church), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes."	
"1411"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes."	
"1412"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: Source of title: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes."	
"1413"	"Untitled (New Mexico Landscape), Pelican V Sketchbook"	"Remarks: See ct. nos. 752-54."	
"1414"	"Untitled (New Mexico Landscape), Pelican I Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1415"	"Untitled (New Mexico Landscape), Pelican I Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1416"	"Untitled (Radiator Building), Pelican I Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. ^Remarks: See at. no. 577."	
"1417"	"Untitled (Chrysler Building), Pelican I Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1418"	"Untitled (New York/ Triborough Bridge), Pelican I Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1419"	"Untitled (Boat), Pelican I Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"142"	"Untitled (Bowl of Fruit)"	"Source of title: image. Not recorded WA, DA, AN. Complted in San Antonio. See cat. no. 228."	"Bowl of Fruit      "
"1420"	"Untitled (Architectural Form), Pelican I Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1421"	"Untitled (Floral Form), Pelican I Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1422"	"Untitled (Architectural Form), Pelican I Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1423"	"Untitled (Flower), Pelican I Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. ^Remarks: See cat. nos. 1055-57, 1158."	
"1424"	"Untitled (New Mexico Landscape), Pelican IV Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. ^Remarks: See cat. nos. 736, 739."	
"1425"	"Untitled (New Mexico Landscape), Pelican IV Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1426"	"Untitled (New Mexico Landscape), Pelican IV Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1427"	"Untitled (New Mexico Landscape), Pelican IV Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. ^Remarks: See cat. no. 737."	
"1428"	"Untitled (Black Mesa), Pelican IV Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1429"	"Untitled (Black Mesa), Pelican IV Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"143"	"A Piece of Wood I"	"Remarks: double entries DA. Source of first title: DA, AN. Not recorded WA. AN notes backing inscription."	"A PIECE OF WOOD - I   Former Title   , PIECE OF WOOD #2   Former Title   [DA]"
"1430"	"Untitled (New Mexico Landscape), Pelican IV Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1431"	"Untitled (New Mexico Landscape), Pelican IV Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1432"	"Untitled (Hawaii Landscape), Winsor & Newton Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1433"	"Untitled (Tree), Winsor & Newton Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation."	
"1434"	"Untitled (Hawaii Landscape), Winsor & Newton Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. ^Remarks: See cat. no. 978."	
"1435"	"Untitled (Hawaii Landscape), Winsor & Newton Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. ^Remarks: See cat. no. 978."	
"1436"	"Untitled (Hawaii Landscape), Winsor & Newton Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. ^Remarks: See cat. no. 979, 980."	
"1437"	"Untitled (Hawaii Landscape), Winsor & Newton Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. ^Remarks: See cat. no. 979, 980."	
"1438"	"Untitled (Hawaii Landscape), Winsor & Newton Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. ^Remarks: See cat. no. 979, 980, 1915."	
"1439"	"Untitled (Hawaii Landscape), Winsor & Newton Sketchbook"	"Remarks: Source of titles: images. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. ^Remarks: See cat. no. 1915."	
"144"	"Abstraction of Stream"	"Remarks: Source of first title: WA, DA, AN. WA, AN indicate, ""Exam. at Amer. Place, March 1946....No signature. On backing: In pencil by O'Keeffe, 'Abstraction of Stream' / 1921 / Georgia O'Keeffe"" [obscured by DG]. Pictured in 1923 New York (Anderson) Stieglitz installation photographs, see Appendix III, figures 18, 19."	"ABSTRACTION - STREAM   Former Title   "
