System ID	Primary Prod Date	Primary Production Earliest Latest Dates	Primary Production Place	Production General Notes	Primary Maker ID	Primary Maker name role	Secondary Maker ID	Secondary Maker and Role	Secondary Prod Date only	Secondary Prod Location only	Secondary Prod Notes only	Primary Production Place URI	Primary Production Role only	Production General Notes	Primary Production Technique
"393"			"Bavaria/Germany   "		"318"	"UBM (German)   Manufacturer"									
"3931"															
"3932"															
"3934"															
"3935"															
"3937"															
"394"			"Bavaria/Germany   "		"318"	"UBM (German)   Manufacturer"									
"3940"															
"3942"															
"395"			"Bavaria/Germany   "		"318"	"UBM (German)   Manufacturer"									
"3950"															
"3956"	"20th Century, 1875"	"Jan 01 1900   Dec 31 1985, Jan 01 1875   Dec 31 1875"			"300"	"Unknown   "									
"3957"	"20th Century"	"Jan 01 1900   Dec 31 1985"	"St. Louis/Missouri   "		"824"	"Sonnefelds   Maker"									
"396"			"Bavaria/Germany   "		"318"	"UBM (German)   Manufacturer"									
"397"			"Bavaria/Germany   "		"318"	"UBM (German)   Manufacturer"									
"398"			"Bavaria/Germany   "		"318"	"UBM (German)   Manufacturer"									
"399"			"Bavaria/Germany   "		"318"	"UBM (German)   Manufacturer"									
"3999"															
"4"	"1924"	"Jan 01 1924   Dec 31 1924"			"2"	"Georgia O'Keeffe (American, b.1887, d.1986)   Artist"									
"40"	"1952"	"Jan 01 1952   Dec 31 1952"			"2"	"Georgia O'Keeffe (American, b.1887, d.1986)   Artist"									
"400"			"Bavaria/Germany   "		"318"	"UBM (German)   Manufacturer"									
"41"	"1957"	"Jan 01 1957   Dec 31 1957"			"2"	"Georgia O'Keeffe (American, b.1887, d.1986)   Artist"									
"42"	"1941-1942"	"Jan 01 1941   Dec 31 1942"			"2"	"Georgia O'Keeffe (American, b.1887, d.1986)   Artist"									
"423"			"Bavaria/Germany   "		"318"	"UBM (German)   Manufacturer"									
"424"			"Bavaria/Germany   "		"318"	"UBM (German)   Manufacturer"									
"425"															
"426"															
"428"			"England   "		"310"	"Newman (English)   Manufacturer"									
"43"	"1920"	"Jan 01 1920   Dec 31 1920"			"2"	"Georgia O'Keeffe (American, b.1887, d.1986)   Artist"									
"4354"	"1940-1989"	"Jan 01 1940   Dec 31 1989"			"300"	"Unknown   "									
"4355"	"1940-1989"				"300"	"Unknown   "									
"4356"	"1940-1989"	"Jan 01 1940   Dec 31 1989"	"Chicago/Illinois   , United States of America/North America"		"900"	"VAUGHN (American, estab. 1910)   Manufacturer"						", "			
"4357"	"1950-1989"	"Jan 01 1950   Dec 31 1989"	"Japan   "		"839"	"Vollrath Co. (American, estab. 1874)   Manufacturer"									
"4358"	"1950-1989"	"Jan 01 1950   Dec 31 1989"			"300"	"Unknown   "									
"4359"	"1940-1989"	"Jan 01 1940"			"300"	"Unknown   "									
"4360"	"1940-1989"	"Jan 01 1940   Dec 31 1989"	"United States of America/North America   "		"300"	"Unknown   "									
"4361"	"1940-1989"	"Jan 01 1940   Dec 31 1989"	"United States of America/North America   "		"468, 756"	"Ekco Products Company (American, estab. 1945)   Manufacturer, OVENEX   Brand Name"									
"4362"	"1940-1989"	"Jan 01 1940   Dec 31 1989"	"United States of America/North America   "		"641"	"Mirro Aluminum Company (estab. 1909, closed 2003)   Manufacturer"									
"4363"	"1950-1980"	"Jan 01 1950   Dec 31 1980"	"Manitowoc/Wisconsin   "		"641"	"Mirro Aluminum Company (estab. 1909, closed 2003)   Manufacturer"									
"4364"	"1945-1965"	"Jan 01 1945   Dec 31 1965"	"Chicago/Illinois   "		"468"	"Ekco Products Company (American, estab. 1945)   Manufacturer"									
"4365"	"1940-1989"	"Jan 01 1940   Dec 31 1989"	"Dayton/Ohio   "		"300"	"Unknown   "									
"4366"	"1950"	"Jan 01 1950   Dec 31 1950"	"United States of America/North America   "		"468"	"Ekco Products Company (American, estab. 1945)   Manufacturer"									
"4367"	"1940-1989"	"Jan 01 1940   Dec 31 1989"			"300"	"Unknown   "									
"4368"	"ca. 1950"	"Jan 01 1945   Dec 31 1955"	"Boulder/Colorado   "		"902"	"Western Cutlery Company   Manufacturer"									
"4369"	"1940-1989"	"Jan 01 1940   Dec 31 1989"	"United States of America/North America   "		"468"	"Ekco Products Company (American, estab. 1945)   Manufacturer"									
"44"	"1962-1963"	"Jan 01 1962   Dec 31 1963"			"2"	"Georgia O'Keeffe (American, b.1887, d.1986)   Artist"									
"45"	"1919"	"Jan 01 1919   Dec 31 1919"			"2"	"Georgia O'Keeffe (American, b.1887, d.1986)   Artist"									
"456"	"1903-1905"	"Jan 01 1903   Dec 31 1905"	"Virginia   "		"2"	"Georgia O'Keeffe (American, b.1887, d.1986)   Artist"									
"457"	"ca. 1902"	"Jan 01 1897   Dec 31 1907"			"2"	"Georgia O'Keeffe (American, b.1887, d.1986)   Artist"									
"458"	"1901"	"Jan 01 1901   Dec 31 1901"			"2"	"Georgia O'Keeffe (American, b.1887, d.1986)   Artist"									
"459"	"1904"	"Jan 01 1904   Dec 31 1904"			"2"	"Georgia O'Keeffe (American, b.1887, d.1986)   Artist"									
"46"	"1916-1917"	"Jan 01 1916   Dec 31 1917"			"2"	"Georgia O'Keeffe (American, b.1887, d.1986)   Artist"									
"4610"	"1935-1950"	"Jan 01 1935   Dec 31 1950"	"California   "		"300"	"Unknown   "									
"4611"	"20th Century"	"Jan 01 1900   Dec 31 1985"	"Japan   "		"300"	"Unknown   "									
"4612"	"20th Century"	"Jan 01 1900   Dec 31 1985"			"2"	"Georgia O'Keeffe (American, b.1887, d.1986)   Maker"									
"4613"	"20th Century"	"Jan 01 1900   Dec 31 1986"	"United States of America/North America   "		"300"	"Unknown   "									
"4614"	"20th Century"	"Jan 01 1900   Dec 31 1986"			"300"	"Unknown   "									
"4615"	"1950s {?}"	"Jan 01 1950   Dec 31 1950"			"300"	"Unknown   "									
"4617"	"20th Century"	"Jan 01 1900   Dec 31 1985"			"300"	"Unknown   "									
"4618"	"Mid 1930s, 1937, 1938"	"Jan 01 1934   Dec 31 1936, Jan 01 1937   Dec 31 1937"			"300"	"Unknown   "									
"4619"	"20th Century"	"Jan 01 1900   Dec 31 1986"	"San Francisco/California   "		"931"	"Tai Chong & Co.   Manufacturer"									
"4620"	"20th Century"	"Jan 01 1900   Dec 31 1985"	"China   "		"300"	"Unknown   "									
"4621"	"20th Century"	"Jan 01 1900   Dec 31 1985"	"Japan   "		"300"	"Unknown   "									
"4622"	"20th Century"	"Jan 01 1900   Dec 31 1985"			"300"	"Unknown   "									
"4623"	"ca. 1920-1940"	"Jan 01 1915   Dec 31 1949"			"300"	"Unknown   "									
"4624"	"1920s"	"Jan 01 1920   Dec 31 1929"			"300"	"Unknown   "									
"4625"	"ca. 1926"	"Jan 01 1921   Dec 31 1931"			"300"	"Unknown   "									
"4626"	"1910-1920s"	"Jan 01 1910   Dec 31 1929"	"United States of America/North America   "		"932"	"Lord & Taylor (American, estab. 1826)   Business"									
"4627"	"1950s"	"Jan 01 1950   Dec 31 1959"			"1092"	"Betty blemo   Business"									
"4628"	"Early 1930s"	"Jan 01 1930   Dec 31 1939"			"300"	"Unknown   "									
"4629"	"1930s"	"Jan 01 1930   Dec 31 1939"			"300"	"Unknown   "									
"4630"	"Late 1940s"	"Jan 01 1945   Dec 31 1949"	"New York   "		"1093"	"Walter McCrory Inc. (estab. ca. 1929)   Business"									
"4631"	"1920-1940s"	"Jan 01 1920   Dec 31 1949"			"300"	"Unknown   "									
"4632"	"1950s-1960s"	"Jan 01 1950   Dec 31 1969"			"300"	"Unknown   "									
"4633"	"ca. 1970s"	"Jan 01 1965   Dec 31 1985"			"1094, 1094"	"Bergdorf Goodman (American, estab. 1899)   Business, Bergdorf Goodman (American, estab. 1899)   Brand Name"									
"4642"	"1940-1989"	"Jan 01 1940   Dec 31 1989"	"Red Wing/Minnesota   "		"936"	"Red Wing Potteries, Inc. (estab. 1861)   Manufacturer"									
"4643"	"1940-1989"	"Jan 01 1940   Dec 31 1989"			"300"	"Unknown   "									
"4644"	"1940-1989"	"Jan 01 1940   Dec 31 1989"			"300"	"Unknown   "									
"4646"	"1940-1989"	"Jan 01 1940   Dec 31 1989"			"300"	"Unknown   "									
"4647"	"1940-1989"	"Jan 01 1940   Dec 31 1989"			"300"	"Unknown   "									
"4648"	"1940-1989"	"Jan 01 1940   Dec 31 1989"			"300"	"Unknown   "									
"4649"	"1940s"	"Jan 01 1940   Dec 31 1949"	"Chicago/Illinois   "		"445"	"Barwa Associates (American, estab. 1946)   Manufacturer"									
"4650"	"1940-1970"	"Jan 01 1940   Dec 31 1970"			"300"	"Unknown   "									
"4651"	"1940-1980"	"Jan 01 1940   Dec 31 1980"			"300"	"Unknown   "									
"4652"	"Unknown"				"300"	"Unknown   "									
"4653"	"1940-1989"	"Jan 01 1940   Dec 31 1989"			"300"	"Unknown   "									
"4654"	"1940-1989"	"Jan 01 1940   Dec 31 1989"			"300"	"Unknown   "									
"4655"	"1940-1989"	"Jan 01 1940   Dec 31 1989"			"300"	"Unknown   "									
"4656"	"1940-1989"	"Jan 01 1940   Dec 31 1989"			"300"	"Unknown   "									
"4659"	"Unknown"				"300"	"Unknown   "									
"4661"	"1940-1989"	"Jan 01 1940   Dec 31 1989"			"300"	"Unknown   "									
"4662"	"Unknown"				"300"	"Unknown   "									
"4663"	"20th Century"	"Jan 01 1900   Dec 31 1999"			"300"	"Unknown   "									
"4684"	"20th Century"	"Jan 01 1900   Dec 31 1989"													
"4685"	"1950-1980"	"Jan 01 1950   Dec 31 1980"			"939"	"McIntosh (American, estab. 1949)   Manufacturer"									
"4686"	"1950-1980"	"Jan 01 1950   Dec 31 1980"			"939"	"McIntosh (American, estab. 1949)   Manufacturer"									
"4687"	"1950-1980"	"Jan 01 1950   Dec 31 1980"	"Germany   "		"940, 940"	"ELAC (German, estab. 1914)   Manufacturer, ELAC (German, estab. 1914)   Manufacturer"									
"4692"	"1930s-1940s"	"Jan 01 1930   Dec 31 1949"			"300"	"Unknown   "									
"47"	"1959-1960"	"Jan 01 1959   Dec 31 1960"			"2"	"Georgia O'Keeffe (American, b.1887, d.1986)   Artist"									
"48"	"Mar 1981"	"Mar 01 1981   May 31 1981"	"Ghost Ranch/New Mexico   "		"11"	"Myron Wood (American, b.1921, d.1999)   Photographer"									
"489"	"1978"	"Jan 01 1978   Dec 31 1978"			"2"	"Georgia O'Keeffe (American, b.1887, d.1986)   Artist"									
"49"	"1980"	"Jan 01 1980   Dec 31 1980"	"Abiquiu/New Mexico   "		"11"	"Myron Wood (American, b.1921, d.1999)   Photographer"									
"4912"	"1930-1960"	"Jan 01 1930   Dec 31 1960"			"949"	"Berenice Abbott (American, b.1898, d.1991)   Photographer"									
"4913"	"1930-1960"	"Jan 01 1930   Dec 31 1960"			"949"	"Berenice Abbott (American, b.1898, d.1991)   Photographer"									
"4916"	"1918"	"Jan 01 1918   Dec 31 1918"			"260"	"Alfred Stieglitz (American, b.1864, d.1946)   Photographer"									
"4917"	"1919"	"Jan 01 1919   Dec 31 1919"			"260"	"Alfred Stieglitz (American, b.1864, d.1946)   Photographer"									
"4919"	"1920-1922"	"Jan 01 1920   Dec 31 1922"			"260"	"Alfred Stieglitz (American, b.1864, d.1946)   Photographer"									
"4920"	"1924"	"Jan 01 1924   Dec 31 1924"			"260"	"Alfred Stieglitz (American, b.1864, d.1946)   Photographer"									
"4921"	"1926"	"Jan 01 1926   Dec 31 1926"			"260"	"Alfred Stieglitz (American, b.1864, d.1946)   Photographer"									
"4922"	"1926"	"Jan 01 1926   Dec 31 1926"			"260"	"Alfred Stieglitz (American, b.1864, d.1946)   Photographer"									
"4924"	"1927"	"Jan 01 1927   Dec 31 1927"			"260"	"Alfred Stieglitz (American, b.1864, d.1946)   Photographer"									
"4926"	"1928"	"Jan 01 1928   Dec 31 1928"			"260"	"Alfred Stieglitz (American, b.1864, d.1946)   Photographer"									
"4929"	"1930"	"Jan 01 1930   Dec 31 1930"			"260"	"Alfred Stieglitz (American, b.1864, d.1946)   Photographer"									
"4930"	"1930"	"Jan 01 1930   Dec 31 1930"			"260"	"Alfred Stieglitz (American, b.1864, d.1946)   Photographer"									
"4931"	"1932"	"Jan 01 1932   Dec 31 1932"			"260"	"Alfred Stieglitz (American, b.1864, d.1946)   Photographer"									
"4932"	"1932"	"Jan 01 1932   Dec 31 1932"	"Lake George/New York   "		"260"	"Alfred Stieglitz (American, b.1864, d.1946)   Photographer"						"http://vocab.getty.edu/tgn/7013859"			
"4933"	"1931"	"Jan 01 1931   Dec 31 1931"			"260"	"Alfred Stieglitz (American, b.1864, d.1946)   Photographer"									
"4934"	"1935"	"Jan 01 1935   Dec 31 1935"	"New York City/New York   "		"260"	"Alfred Stieglitz (American, b.1864, d.1946)   Photographer"									
"4935"	"1932"	"Jan 01 1932   Dec 31 1932"			"260"	"Alfred Stieglitz (American, b.1864, d.1946)   Photographer"									
"4937"	"1907, 1911-1915"	"Jan 01 1907   Dec 31 1907, Jan 01 1911   Dec 31 1915"			"260"	"Alfred Stieglitz (American, b.1864, d.1946)   Photographer"									
"4938"	"1981, 1982"	"Jan 01 1981   Dec 31 1981, Jan 01 1982   Dec 31 1982"	"Carmel/California   "		"907"	"Ansel Adams (American, b.1902, d.1984)   Photographer"									
"4939"	"1999"	"Jan 01 1999   Dec 31 1999"	"Taos/New Mexico   "		"951"	"Dirk McDonnell (American)   Photographer"									
"4940"	"1924"	"Jan 01 1924   Dec 31 1924"			"260"	"Alfred Stieglitz (American, b.1864, d.1946)   Photographer"									
"4941"	"1924"	"Jan 01 1924   Dec 31 1924"			"260"	"Alfred Stieglitz (American, b.1864, d.1946)   Photographer"									
"4942"	"1924"	"Jan 01 1924   Dec 31 1924"			"260"	"Alfred Stieglitz (American, b.1864, d.1946)   Photographer"									
"4943"	"1924"	"Jan 01 1924   Dec 31 1924"			"260"	"Alfred Stieglitz (American, b.1864, d.1946)   Photographer"									
"4944"	"1924"	"Jan 01 1924   Dec 31 1924"			"260"	"Alfred Stieglitz (American, b.1864, d.1946)   Photographer"									
"4945"	"1924"	"Jan 01 1924   Dec 31 1924"			"260"	"Alfred Stieglitz (American, b.1864, d.1946)   Photographer"									
"4946"	"1924"	"Jan 01 1924   Dec 31 1924"			"260"	"Alfred Stieglitz (American, b.1864, d.1946)   Photographer"									
"4947"	"1924"	"Jan 01 1924   Dec 31 1924"			"260"	"Alfred Stieglitz (American, b.1864, d.1946)   Photographer"									
"4948"	"1924"	"Jan 01 1924   Dec 31 1924"			"260"	"Alfred Stieglitz (American, b.1864, d.1946)   Photographer"									
"4951"	"1918"	"Jan 01 1918   Dec 31 1918"	"Lake George/New York   "		"260"	"Alfred Stieglitz (American, b.1864, d.1946)   Photographer"						"http://vocab.getty.edu/tgn/7013859"			
"4956"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4957"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4958"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4959"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4960"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4961"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4962"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4963"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4964"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4965"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4966"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4967"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4968"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4969"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4970"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4971"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4972"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4973"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4974"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4975"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4976"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4977"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4978"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4979"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4980"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4981"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4982"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4983"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4984"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4985"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4986"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4987"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4988"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4989"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4990"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4991"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4992"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4993"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4994"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4995"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4996"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4997"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4998"	"1961"	"Jan 01 1961   Dec 21 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"4999"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5"	"1932"	"Jan 01 1932   Dec 31 1932"			"2"	"Georgia O'Keeffe (American, b.1887, d.1986)   Artist"									
"50"	"Apr 1980"	"Apr 01 1980   Apr 30 1980"	"Abiquiu/New Mexico   "		"11"	"Myron Wood (American, b.1921, d.1999)   Photographer"									
"5000"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5001"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5002"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5003"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5004"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5005"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5006"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5007"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5008"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5009"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5010"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5011"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5012"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5013"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5014"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5015"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5016"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5017"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5018"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5019"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5020"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5021"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5022"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5023"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5024"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5025"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5026"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5027"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5028"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5029"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5030"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5031"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5032"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5033"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5034"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5035"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
"5036"	"1961"	"Jan 01 1961   Dec 31 1961"	"Glen Canyon/Arizona   "		"1155"	"Todd Webb (American, b.1905, d.2000)   Photographer"									
