System ID	EventAsscPlaceID	EventAsscObjectID	EventAsscPersonID	Name	Event short summary	Type	Date	Time	Period	Date Earliest	Date Latest	Date Notes	Place	Place Notes	Person	Person Role	Person Notes	Object	Object Notes	Event	Event Notes	Concept	Concept Notes	Consequence	Document	Document Notes	Correspondence	Photo Audio-Visual Ref	Photo Audio-Visual Notes	Primary Image	Image Publication Status	User Authority 1	User Authority 2	User Authority 3	User Authority 4	User Authority 5	User Defined Value 1	User Defined Value 2	User Defined Value 3	User Defined Value 4	User Defined Value 5	User Defined Text 1	User Defined Text 2	User Defined Text 3	User Defined Text 4	User Defined Text 5	User Authority 1 AMV	User Authority 1 AMV <Not in use>	User Authority 1 AMV Date	User Authority 1 AMV Notes	User Authority 2 AMV	User Authority 2 AMV <Not in use>	User Authority 2 AMV Date	User Authority 2 AMV Notes	User Authority 3 AMV	User Authority 3 AMV <Not in use>	User Authority 3 AMV Date	User Authority 3 AMV Notes	User Authority 4 AMV	User Authority 4 AMV <Not in use>	User Authority 4 AMV Date	User Authority 4 AMV Notes	User Authority 5 AMV	User Authority 5 AMV <Not in use>	User Authority 5 AMV Date	User Authority 5 AMV Notes	Short Name	Long Name	Definition	Images	Image Ref - Full path	Image Ref - Relative path	External File	External File Category	External File Notes	Web Address	Next Higher Term	Hierarchical Level	Sequence	Hierarchical Levels Summary	Ascending Hierarchy	<System Flag>:Ascending Name	<System Flag>:Descending Name	<System Flag>:Name	Descending Hierarchy	Current Status	Status History	Status History Date	Updated By	Update Time	Management Flag	Flag Note	Term Usage Control	System Note	Manager Note	Cataloguer	Date Catalogued	Authority Source	Authority Source Note	Originating Database	Originating Date	Originating No	Record Size
"210"	"USA"		"2, 1218"	"Francis O'Keeffe, Georgia O'Keeffe's father dies."	"Francis O'Keeffe, Georgia O'Keeffe's father dies.; Nov 06 1918; United States of America/North America"	"Georgia O'Keeffe"	"Nov 06 1918"			"Nov 06 1918"	"Nov 06 1918"		"United States of America/North America"		"Georgia O'Keeffe, Francis O’Keeffe"	"Subject, Subject"															"No image"																																				"Francis O'Keeffe, Georgia O'Keeffe's father dies."	"Francis O'Keeffe, Georgia O'Keeffe's father dies."	"Francis O'Keeffe, Georgia O'Keeffe's father dies. She laments: “Everything is very uncertain today. Papa is dead - . . . and as if to make things more queer - . . .the town is yelling and screaming and ringing and whistling over the Peace news – Ive [sic] just wondered if a day could be much worse.”"											"               Francis O'Keeffe, Georgia 210            "	"Francis O'Keeffe, Georgia O'Keeffe's father dies."	"Francis O'Keeffe, Georgia O'Keeffe's father dies."	"Francis O'Keeffe, Georgia O'Keeffe's father dies."	"Francis O'Keeffe, Georgia O'Keeffe's father dies."	"Francis O'Keeffe, Georgia O'Keeffe's father dies."	"Candidate"	"Candidate"	"Feb 23 2017"	"EBRINDLEY, EBRINDLEY"	"Feb 23 2017, Feb 21 2017"													"494"
"84"	"USA"			"Franklin Delano Roosevelt is elected president."	"Franklin Delano Roosevelt is elected president.; Nov 1932; United States of America/North America"	"History and Politics"	"Nov 1932"			"Nov 01 1932"	"Nov 30 1932"		"United States of America/North America"																		"No image"																																				"Franklin Delano Roosevelt is elected president."	"Franklin Delano Roosevelt is elected president."	"Franklin Delano Roosevelt is elected president."											"               Franklin Delano Roosevelt 84             "	"Franklin Delano Roosevelt is elected president."	"Franklin Delano Roosevelt is elected president."	"Franklin Delano Roosevelt is elected president."	"Franklin Delano Roosevelt is elected president."	"Franklin Delano Roosevelt is elected president."	"Candidate"			"EBRINDLEY"	"Feb 16 2017"													"205"
"28"	"168"		"2"	"Georgia O'Keeffe accepts a position as the head of the art department in Amarillo, Texas."	"Georgia O'Keeffe accepts a position as the head of the art department in Amarillo, Texas.; 1912-1914; Amarillo/Texas"	"Georgia O'Keeffe"	"1912-1914"			"Jan 01 1912"	"Dec 31 1914"		"Amarillo/Texas"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"Georgia O'Keeffe accepts a position as the head of the art department in Amarillo, Texas."	"Georgia O'Keeffe accepts a position as the head of the art department in Amarillo, Texas."	"Georgia O'Keeffe accepts a position as the head of the art department in the Amarillo, Texas public school district."											"               Georgia O'Keeffe accepts  28             "	"Georgia O'Keeffe accepts a position as the head of the art department in Amarillo, Texas."	"Georgia O'Keeffe accepts a position as the head of the art department in Amarillo, Texas."	"Georgia O'Keeffe accepts a position as the head of the art department in Amarillo, Texas."	"Georgia O'Keeffe accepts a position as the head of the art department in Amarillo, Texas."	"Georgia O'Keeffe accepts a position as the head of the art department in Amarillo, Texas."	"Candidate"	"Candidate"	"Feb 22 2017"	"EBRINDLEY, EBRINDLEY, EBRINDLEY"	"Feb 22 2017, Feb 22 2017, Feb 16 2017"													"367"
"54"	"30"		"2, 260"	"Georgia O'Keeffe accepts Alfred Stieglitz's invitation to paint in New York City for one year."	"Georgia O'Keeffe accepts Alfred Stieglitz's invitation to paint in New York City for one year.; Jun 1918; New York City/New York"	"Georgia O'Keeffe"	"Jun 1918"			"Jun 01 1918"	"Jun 30 1918"		"New York City/New York"		"Georgia O'Keeffe, Alfred Stieglitz"	"Subject, Subject"															"No image"																																				"Georgia O'Keeffe accepts Alfred Stieglitz's invitation to paint in New York City for one year."	"Georgia O'Keeffe accepts Alfred Stieglitz's invitation to paint in New York City for one year."	"Georgia O’Keeffe accepts Stieglitz’s invitation to paint in New York City with his financial support for one year."											"               Georgia O'Keeffe accepts  54             "	"Georgia O'Keeffe accepts Alfred Stieglitz's invitation to paint in New York City for one year."	"Georgia O'Keeffe accepts Alfred Stieglitz's invitation to paint in New York City for one year."	"Georgia O'Keeffe accepts Alfred Stieglitz's invitation to paint in New York City for one year."	"Georgia O'Keeffe accepts Alfred Stieglitz's invitation to paint in New York City for one year."	"Georgia O'Keeffe accepts Alfred Stieglitz's invitation to paint in New York City for one year."	"Candidate"	"Candidate"	"Feb 21 2017"	"EBRINDLEY, EBRINDLEY, EBRINDLEY"	"Feb 21 2017, Feb 21 2017, Feb 16 2017"													"368"
"38"	"USA"		"2, 1223"	"Georgia O'Keeffe acquires Wassily Kandinsky's ""Concerning the Spiritual in Art."""	"Georgia O'Keeffe acquires Wassily Kandinsky's ""Concerning the Spiritual in Art.""; 1915; United States of America/North America"	"Georgia O'Keeffe"	"1915"			"Jan 01 1915"	"Dec 31 1915"		"United States of America/North America"		"Georgia O'Keeffe, Wassily Kandinsky"	"Subject, Associated"															"No image"																																				"Georgia O'Keeffe acquires Wassily Kandinsky's ""Concerning the Spiritual in Art."""	"Georgia O'Keeffe acquires Wassily Kandinsky's ""Concerning the Spiritual in Art."""	"Georgia O'Keeffe acquires Wassily Kandinsky’s ""Concerning the Spiritual in Art"" (the first English translation was released in 1914)."											"               Georgia O'Keeffe acquires 38             "	"Georgia O'Keeffe acquires Wassily Kandinsky's ""Concerning the Spiritual in Art."""	"Georgia O'Keeffe acquires Wassily Kandinsky's ""Concerning the Spiritual in Art."""	"Georgia O'Keeffe acquires Wassily Kandinsky's ""Concerning the Spiritual in Art."""	"Georgia O'Keeffe acquires Wassily Kandinsky's ""Concerning the Spiritual in Art."""	"Georgia O'Keeffe acquires Wassily Kandinsky's ""Concerning the Spiritual in Art."""	"Candidate"	"Candidate"	"Feb 21 2017"	"EBRINDLEY, EBRINDLEY, EBRINDLEY, EBRINDLEY"	"Feb 22 2017, Feb 22 2017, Feb 21 2017, Feb 16 2017"													"389"
"72"	"809"		"2"	"Georgia O'Keeffe addresses the National Women's Party in Washington, D.C."	"Georgia O'Keeffe addresses the National Women's Party in Washington, D.C.; Feb 1926; Washington, D.C./United States of America/North America"	"Georgia O'Keeffe"	"Feb 1926"			"Feb 01 1926"	"Feb 28 1926"		"Washington, D.C./United States of America/North America"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"Georgia O'Keeffe addresses the National Women's Party in Washington, D.C."	"Georgia O'Keeffe addresses the National Women's Party in Washington, D.C."	"Georgia O'Keeffe addresses the National Women's Party in Washington, D.C."											"               Georgia O'Keeffe addresse 72             "	"Georgia O'Keeffe addresses the National Women's Party in Washington, D.C."	"Georgia O'Keeffe addresses the National Women's Party in Washington, D.C."	"Georgia O'Keeffe addresses the National Women's Party in Washington, D.C."	"Georgia O'Keeffe addresses the National Women's Party in Washington, D.C."	"Georgia O'Keeffe addresses the National Women's Party in Washington, D.C."	"Candidate"	"Candidate"	"Feb 16 2017"	"EBRINDLEY, EBRINDLEY, EBRINDLEY, EBRINDLEY"	"Feb 23 2017, Feb 22 2017, Feb 16 2017, Feb 16 2017"													"316"
"65"	"1276"		"2, 260"	"Georgia O'Keeffe and Alfred Stieglitz are married."	"Georgia O'Keeffe and Alfred Stieglitz are married.; Dec 11 1924; Cliffside Park/New Jersey"		"Dec 11 1924"			"Dec 11 1924"	"Dec 11 1924"		"Cliffside Park/New Jersey"		"Georgia O'Keeffe, Alfred Stieglitz"	"Subject, Subject"															"No image"																																				"Georgia O'Keeffe and Alfred Stieglitz are married."	"Georgia O'Keeffe and Alfred Stieglitz are married."	"Georgia O’Keeffe and Alfred Stieglitz are married by a justice of the peace in Cliffside Park, New Jersey."											"               Georgia O'Keeffe and Alfr 65             "	"Georgia O'Keeffe and Alfred Stieglitz are married."	"Georgia O'Keeffe and Alfred Stieglitz are married."	"Georgia O'Keeffe and Alfred Stieglitz are married."	"Georgia O'Keeffe and Alfred Stieglitz are married."	"Georgia O'Keeffe and Alfred Stieglitz are married."	"Candidate"	"Candidate"	"Feb 22 2017"	"EEHRNST, EBRINDLEY, EBRINDLEY"	"May 04 2017, Feb 22 2017, Feb 16 2017"													"313"
"45"	"1217, NY"		"260, 2"	"Georgia O'Keeffe and Alfred Stieglitz begin a personal correspondence."	"Georgia O'Keeffe and Alfred Stieglitz begin a personal correspondence.; Aug 1916; Canyon/Texas, New York"	"Georgia O'Keeffe"	"Aug 1916"			"Aug 01 1916"	"Aug 31 1916"		"Canyon/Texas, New York"		"Alfred Stieglitz, Georgia O'Keeffe"	"Subject, Subject"															"No image"																																				"Georgia O'Keeffe and Alfred Stieglitz begin a personal correspondence."	"Georgia O'Keeffe and Alfred Stieglitz begin a personal correspondence."	"Georgia O'Keeffe and Alfred Stieglitz begin a personal correspondence."											"               Georgia O'Keeffe and Alfr 45             "	"Georgia O'Keeffe and Alfred Stieglitz begin a personal correspondence."	"Georgia O'Keeffe and Alfred Stieglitz begin a personal correspondence."	"Georgia O'Keeffe and Alfred Stieglitz begin a personal correspondence."	"Georgia O'Keeffe and Alfred Stieglitz begin a personal correspondence."	"Georgia O'Keeffe and Alfred Stieglitz begin a personal correspondence."	"Candidate"	"Candidate"	"Feb 21 2017"	"EEHRNST, EBRINDLEY, EBRINDLEY"	"May 04 2017, Feb 21 2017, Feb 16 2017"													"300"
"63"	"1309"		"260, 2"	"Georgia O'Keeffe and Alfred Stieglitz exhibit their work together at Anderson Galleries."	"Georgia O'Keeffe and Alfred Stieglitz exhibit their work together at Anderson Galleries.; Mar 1924; Anderson Galleries/New York City/New York"	"Georgia O'Keeffe"	"Mar 1924"			"Mar 01 1924"	"Mar 31 1924"		"Anderson Galleries/New York City/New York"		"Alfred Stieglitz, Georgia O'Keeffe"	"Subject, Subject"															"No image"																																				"Georgia O'Keeffe and Alfred Stieglitz exhibit their work together at Anderson Galleries."	"Georgia O'Keeffe and Alfred Stieglitz exhibit their work together at Anderson Galleries."	"Georgia O’Keeffe and Alfred Stieglitz exhibit their work together at Anderson Galleries (O’Keeffe's exhibition comprises fifty-one paintings; Stieglitz’s exhibition comprises sixty-one photographs)."											"               Georgia O'Keeffe and Alfr 63             "	"Georgia O'Keeffe and Alfred Stieglitz exhibit their work together at Anderson Galleries."	"Georgia O'Keeffe and Alfred Stieglitz exhibit their work together at Anderson Galleries."	"Georgia O'Keeffe and Alfred Stieglitz exhibit their work together at Anderson Galleries."	"Georgia O'Keeffe and Alfred Stieglitz exhibit their work together at Anderson Galleries."	"Georgia O'Keeffe and Alfred Stieglitz exhibit their work together at Anderson Galleries."	"Candidate"	"Candidate"	"Feb 22 2017"	"EEHRNST, EBRINDLEY, EBRINDLEY"	"May 04 2017, Feb 22 2017, Feb 16 2017"													"443"
"97"	"30"		"2, 260"	"Georgia O'Keeffe and Alfred Stieglitz move into an apartment on Fifty-Forth Street."	"Georgia O'Keeffe and Alfred Stieglitz move into an apartment on Fifty-Forth Street.; Apr 1936; New York City/New York"	"Georgia O'Keeffe"	"Apr 1936"			"Apr 01 1936"	"Apr 30 1936"		"New York City/New York"		"Georgia O'Keeffe, Alfred Stieglitz"	"Subject, Subject"															"No image"																																				"Georgia O'Keeffe and Alfred Stieglitz move into an apartment on Fifty-Forth Street."	"Georgia O'Keeffe and Alfred Stieglitz move into an apartment on Fifty-Forth Street."	"Georgia O’Keeffe and Alfred Stieglitz move into an apartment on 405 East Fifty-fourth Street in New York City."											"               Georgia O'Keeffe and Alfr 97             "	"Georgia O'Keeffe and Alfred Stieglitz move into an apartment on Fifty-Forth Street."	"Georgia O'Keeffe and Alfred Stieglitz move into an apartment on Fifty-Forth Street."	"Georgia O'Keeffe and Alfred Stieglitz move into an apartment on Fifty-Forth Street."	"Georgia O'Keeffe and Alfred Stieglitz move into an apartment on Fifty-Forth Street."	"Georgia O'Keeffe and Alfred Stieglitz move into an apartment on Fifty-Forth Street."	"Candidate"	"Candidate"	"Feb 22 2017"	"EBRINDLEY, EBRINDLEY"	"Feb 22 2017, Feb 16 2017"													"337"
"70"	"1310"		"2, 260"	"Georgia O'Keeffe and Alfred Stieglitz move into the Shelton Hotel."	"Georgia O'Keeffe and Alfred Stieglitz move into the Shelton Hotel.; Nov 1925; Shelton Hotel/New York City/New York"	"Georgia O'Keeffe"	"Nov 1925"			"Nov 01 1925"	"Nov 30 1925"		"Shelton Hotel/New York City/New York"		"Georgia O'Keeffe, Alfred Stieglitz"	"Subject, Subject"															"No image"																																				"Georgia O'Keeffe and Alfred Stieglitz move into the Shelton Hotel."	"Georgia O'Keeffe and Alfred Stieglitz move into the Shelton Hotel."	"Georgia O'Keeffe and Alfred Stieglitz move into the Shelton Hotel, the first skyscraper residence in New York City. From her window perspective, O'Keeffe begins to paint images of the New York cityscape. Her first is ""New York Street with Moon."""											"               Georgia O'Keeffe and Alfr 70             "	"Georgia O'Keeffe and Alfred Stieglitz move into the Shelton Hotel."	"Georgia O'Keeffe and Alfred Stieglitz move into the Shelton Hotel."	"Georgia O'Keeffe and Alfred Stieglitz move into the Shelton Hotel."	"Georgia O'Keeffe and Alfred Stieglitz move into the Shelton Hotel."	"Georgia O'Keeffe and Alfred Stieglitz move into the Shelton Hotel."	"Candidate"	"Candidate"	"Feb 22 2017"	"EEHRNST, EBRINDLEY, EBRINDLEY, EBRINDLEY"	"May 04 2017, Feb 23 2017, Feb 22 2017, Feb 16 2017"													"485"
"64"	"30"		"260, 2"	"Georgia O'Keeffe and Alfred Stieglitz move into their first home."	"Georgia O'Keeffe and Alfred Stieglitz move into their first home.; Nov 1924; New York City/New York"	"Georgia O'Keeffe"	"Nov 1924"			"Nov 01 1924"	"Nov 30 1924"		"New York City/New York"		"Alfred Stieglitz, Georgia O'Keeffe"	"Subject, Subject"															"No image"																																				"Georgia O'Keeffe and Alfred Stieglitz move into their first home."	"Georgia O'Keeffe and Alfred Stieglitz move into their first home."	"Georgia O’Keeffe and Alfred Stieglitz move into their first home, 35 East Fifty-eighth Street in New York City."											"               Georgia O'Keeffe and Alfr 64             "	"Georgia O'Keeffe and Alfred Stieglitz move into their first home."	"Georgia O'Keeffe and Alfred Stieglitz move into their first home."	"Georgia O'Keeffe and Alfred Stieglitz move into their first home."	"Georgia O'Keeffe and Alfred Stieglitz move into their first home."	"Georgia O'Keeffe and Alfred Stieglitz move into their first home."	"Candidate"	"Candidate"	"Feb 22 2017"	"EEHRNST, EBRINDLEY, EBRINDLEY"	"May 04 2017, Feb 22 2017, Feb 16 2017"													"332"
"50"	"902, CO"		"2, 957"	"Georgia O'Keeffe and her sister Claudia stop in Santa Fe, NM en route to Colorado."	"Georgia O'Keeffe and her sister Claudia stop in Santa Fe, NM en route to Colorado.; Aug 1917; Santa Fe/New Mexico, Colorado"	"Georgia O'Keeffe"	"Aug 1917"			"Aug 01 1917"	"Aug 31 1917"		"Santa Fe/New Mexico, Colorado"		"Georgia O'Keeffe, Claudia O'Keeffe"	"Subject, Subject"															"No image"																																				"Georgia O'Keeffe and her sister Claudia stop in Santa Fe, NM en route to Colorado."	"Georgia O'Keeffe and her sister Claudia stop in Santa Fe, NM en route to Colorado."	"Georgia O'Keeffe and her sister Claudia stop briefly in Santa Fe, New Mexico en route to Colorado. This is Georgia O'Keeffe's first trip to the area."											"               Georgia O'Keeffe and her  50             "	"Georgia O'Keeffe and her sister Claudia stop in Santa Fe, NM en route to Colorado."	"Georgia O'Keeffe and her sister Claudia stop in Santa Fe, NM en route to Colorado."	"Georgia O'Keeffe and her sister Claudia stop in Santa Fe, NM en route to Colorado."	"Georgia O'Keeffe and her sister Claudia stop in Santa Fe, NM en route to Colorado."	"Georgia O'Keeffe and her sister Claudia stop in Santa Fe, NM en route to Colorado."	"Candidate"	"Candidate"	"Feb 21 2017"	"EBRINDLEY, EBRINDLEY"	"Feb 21 2017, Feb 16 2017"													"379"
"27"	"1268"		"2, 1224, 1225"	"Georgia O'Keeffe attends a class for art teachers at the University of Virginia."	"Georgia O'Keeffe attends a class for art teachers at the University of Virginia.; Summer 1912; University of Virginia/Charlottesville/Virginia"	"Georgia O'Keeffe"	"Summer 1912"			"Jan 01 1912"	"Dec 31 1912"		"University of Virginia/Charlottesville/Virginia"		"Georgia O'Keeffe, Alon Bement, Arthur Wesley Dow"	"Subject, Subject, Associated"															"No image"																																				"Georgia O'Keeffe attends a class for art teachers at the University of Virginia."	"Georgia O'Keeffe attends a class for art teachers at the University of Virginia."	"Georgia O'Keeffe attends a summer-school class for art teachers at the University of Virginia taught by Professor Alon Bement from Teachers College, Columbia University in New York City. He introduces her to Arthur Wesley Dow's art practice, a teacher at Columbia University. O’Keeffe adapts her drawing practice to Dow's ideas of abstract and harmonious compositions."											"               Georgia O'Keeffe attends  27             "	"Georgia O'Keeffe attends a class for art teachers at the University of Virginia."	"Georgia O'Keeffe attends a class for art teachers at the University of Virginia."	"Georgia O'Keeffe attends a class for art teachers at the University of Virginia."	"Georgia O'Keeffe attends a class for art teachers at the University of Virginia."	"Georgia O'Keeffe attends a class for art teachers at the University of Virginia."	"Candidate"	"Candidate"	"Feb 16 2017"	"EBRINDLEY, EBRINDLEY, EBRINDLEY, EBRINDLEY"	"Feb 22 2017, Feb 21 2017, Feb 16 2017, Feb 16 2017"													"632"
"17"	"1263"		"2, 1221"	"Georgia O'Keeffe attends Art Students League."	"Georgia O'Keeffe attends Art Students League.; 1907; Art Students League/New York City/New York"	"Georgia O'Keeffe"	"1907"			"Jan 01 1907"	"Dec 31 1907"		"Art Students League/New York City/New York"		"Georgia O'Keeffe, William Merritt Chase"	"Subject, Subject"															"No image"																																				"Georgia O'Keeffe attends Art Students League."	"Georgia O'Keeffe attends Art Students League."	"Georgia O'Keeffe attends the Art Students League in New York City and studies under William Merritt Chase."											"               Georgia O'Keeffe attends  17             "	"Georgia O'Keeffe attends Art Students League."	"Georgia O'Keeffe attends Art Students League."	"Georgia O'Keeffe attends Art Students League."	"Georgia O'Keeffe attends Art Students League."	"Georgia O'Keeffe attends Art Students League."	"Candidate"	"Candidate"	"Feb 15 2017"	"EBRINDLEY, EBRINDLEY, EBRINDLEY, EBRINDLEY, EBRINDLEY"	"Feb 22 2017, Feb 21 2017, Feb 21 2017, Feb 15 2017, Feb 15 2017"													"344"
"34"	"1270"		"2, 1225"	"Georgia O'Keeffe attends Arthur Wesley Dow's classes at Teachers College."	"Georgia O'Keeffe attends Arthur Wesley Dow's classes at Teachers College.; 1914; Columbia University/New York City/New York"	"Georgia O'Keeffe"	"1914"			"Jan 01 1914"	"Dec 31 1914"		"Columbia University/New York City/New York"		"Georgia O'Keeffe, Arthur Wesley Dow"	"Subject, Subject"															"No image"																																				"Georgia O'Keeffe attends Arthur Wesley Dow's classes at Teachers College."	"Georgia O'Keeffe attends Arthur Wesley Dow's classes at Teachers College."	"Georgia O'Keeffe attends Arthur Wesley Dow's classes at Teachers College, Columbia University, New York City. ^ ^“This man had one dominating idea: to fill a space in a beautiful way—and that interested me.”-Georgia O'Keeffe"											"               Georgia O'Keeffe attends  34             "	"Georgia O'Keeffe attends Arthur Wesley Dow's classes at Teachers College."	"Georgia O'Keeffe attends Arthur Wesley Dow's classes at Teachers College."	"Georgia O'Keeffe attends Arthur Wesley Dow's classes at Teachers College."	"Georgia O'Keeffe attends Arthur Wesley Dow's classes at Teachers College."	"Georgia O'Keeffe attends Arthur Wesley Dow's classes at Teachers College."	"Candidate"	"Candidate"	"Feb 21 2017"	"EBRINDLEY, EBRINDLEY, EBRINDLEY"	"Feb 22 2017, Feb 21 2017, Feb 16 2017"													"456"
"11"	"1258"		"2"	"Georgia O'Keeffe begins formal art education at Sacred Heart Academy."	"Georgia O'Keeffe begins formal art education at Sacred Heart Academy.; 1901; Sacred Heart Academy/Madison/Wisconsin"	"Georgia O'Keeffe"	"1901"			"Jan 01 1901"	"Dec 31 1901"		"Sacred Heart Academy/Madison/Wisconsin"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"Georgia O'Keeffe begins formal art education at Sacred Heart Academy."	"Georgia O'Keeffe begins formal art education at Sacred Heart Academy."	"Georgia O'Keeffe begins receiving a formal art education at Sacred Heart Academy boarding school in Madison, Wisconsin, approximately twenty miles from Sun Prairie. Following a criticism of scale in one of her drawings, O’Keeffe decides, “I would never have that happen again. I would never, never, draw anything too small.”"											"               Georgia O'Keeffe begins f 11             "	"Georgia O'Keeffe begins formal art education at Sacred Heart Academy."	"Georgia O'Keeffe begins formal art education at Sacred Heart Academy."	"Georgia O'Keeffe begins formal art education at Sacred Heart Academy."	"Georgia O'Keeffe begins formal art education at Sacred Heart Academy."	"Georgia O'Keeffe begins formal art education at Sacred Heart Academy."	"Candidate"	"Candidate"	"Feb 15 2017"	"EBRINDLEY, EBRINDLEY, EBRINDLEY, EBRINDLEY, EBRINDLEY"	"Feb 22 2017, Feb 17 2017, Feb 17 2017, Feb 15 2017, Feb 15 2017"													"579"
"57"	"1209"	"107"	"2, 260"	"Georgia O'Keeffe begins painting cannas at Lake George."	"Georgia O'Keeffe begins painting cannas at Lake George.; 1919; Lake George/New York"	"Georgia O'Keeffe"	"1919"			"Jan 01 1919"	"Dec 31 1919"		"Lake George/New York"		"Georgia O'Keeffe, Alfred Stieglitz"	"Subject, Associated"		"L.1998.10.1; Title Red Canna; Artist Georgia O'Keeffe (American, b.1887, d.1986)"													"No image"																																				"Georgia O'Keeffe begins painting cannas at Lake George."	"Georgia O'Keeffe begins painting cannas at Lake George."	"At Lake George, Georgia O'Keeffe begins painting small-scale cannas with cropped and magnified compositions."											"               Georgia O'Keeffe begins p 57             "	"Georgia O'Keeffe begins painting cannas at Lake George."	"Georgia O'Keeffe begins painting cannas at Lake George."	"Georgia O'Keeffe begins painting cannas at Lake George."	"Georgia O'Keeffe begins painting cannas at Lake George."	"Georgia O'Keeffe begins painting cannas at Lake George."	"Candidate"	"Candidate"	"Feb 16 2017"	"EBRINDLEY, EBRINDLEY, EBRINDLEY"	"Feb 22 2017, Feb 16 2017, Feb 16 2017"													"328"
"98"	"1283"		"2"	"Georgia O'Keeffe begins painting the ""Black Place."""	"Georgia O'Keeffe begins painting the ""Black Place.""; 1936; Bisti Badlands/New Mexico"	"Georgia O'Keeffe"	"1936"			"Jan 01 1936"	"Dec 31 1936"		"Bisti Badlands/New Mexico"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"Georgia O'Keeffe begins painting the ""Black Place."""	"Georgia O'Keeffe begins painting the ""Black Place."""	"Georgia O’Keeffe begins painting 150 miles west of the Ghost Ranch at a site she calls the “Black Place,” otherwise known as the Bisti Badlands in the Navajo Nation. She later recalled, “It became one of my favorite places to work.”"											"               Georgia O'Keeffe begins p 98             "	"Georgia O'Keeffe begins painting the ""Black Place."""	"Georgia O'Keeffe begins painting the ""Black Place."""	"Georgia O'Keeffe begins painting the ""Black Place."""	"Georgia O'Keeffe begins painting the ""Black Place."""	"Georgia O'Keeffe begins painting the ""Black Place."""	"Candidate"	"Candidate"	"Feb 22 2017"	"CHARTLEY, CHARTLEY, EBRINDLEY, EBRINDLEY"	"Mar 24 2017, Mar 24 2017, Feb 22 2017, Feb 16 2017"													"449"
"197"	"USA"		"2, 984"	"Georgia O'Keeffe begins to create clay pots with encouragement from Juan Hamilton."	"Georgia O'Keeffe begins to create clay pots with encouragement from Juan Hamilton.; 1980; United States of America/North America"	"Georgia O'Keeffe"	"1980"			"Jan 01 1980"	"Dec 31 1980"		"United States of America/North America"		"Georgia O'Keeffe, Juan Hamilton (Abiquiu)"	"Subject, Subject"															"No image"																																				"Georgia O'Keeffe begins to create clay pots with encouragement from Juan Hamilton."	"Georgia O'Keeffe begins to create clay pots with encouragement from Juan Hamilton."	"Georgia O'Keeffe begins to create clay pots with encouragement from Juan Hamilton."											"               Georgia O'Keeffe begins t 197            "	"Georgia O'Keeffe begins to create clay pots with encouragement from Juan Hamilton."	"Georgia O'Keeffe begins to create clay pots with encouragement from Juan Hamilton."	"Georgia O'Keeffe begins to create clay pots with encouragement from Juan Hamilton."	"Georgia O'Keeffe begins to create clay pots with encouragement from Juan Hamilton."	"Georgia O'Keeffe begins to create clay pots with encouragement from Juan Hamilton."	"Candidate"			"EBRINDLEY"	"Feb 21 2017"													"284"
"66"		"4"	"2"	"Georgia O'Keeffe begins to create large-scale flower paintings that become iconic."	"Georgia O'Keeffe begins to create large-scale flower paintings that become iconic.; 1924"	"Georgia O'Keeffe"	"1924"			"Jan 01 1924"	"Dec 31 1924"				"Georgia O'Keeffe"	"Subject"		"1996.3.2; Title Petunia No. 2; Artist Georgia O'Keeffe (American, b.1887, d.1986)"													"No image"																																				"Georgia O'Keeffe begins to create large-scale flower paintings that become iconic."	"Georgia O'Keeffe begins to create large-scale flower paintings that become iconic."	"Georgia O'Keeffe begins to create large-scale flower paintings that become iconic."											"               Georgia O'Keeffe begins t 66             "	"Georgia O'Keeffe begins to create large-scale flower paintings that become iconic."	"Georgia O'Keeffe begins to create large-scale flower paintings that become iconic."	"Georgia O'Keeffe begins to create large-scale flower paintings that become iconic."	"Georgia O'Keeffe begins to create large-scale flower paintings that become iconic."	"Georgia O'Keeffe begins to create large-scale flower paintings that become iconic."	"Candidate"	"Candidate"	"Feb 22 2017"	"EBRINDLEY, EBRINDLEY, EBRINDLEY"	"Feb 23 2017, Feb 22 2017, Feb 16 2017"													"315"
"212"	"NM"		"2"	"Georgia O'Keeffe begins to paint skulls and bones."	"Georgia O'Keeffe begins to paint skulls and bones.; 1931; New Mexico"	"Georgia O'Keeffe"	"1931"			"Jan 01 1931"	"Dec 31 1931"		"New Mexico"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"Georgia O'Keeffe begins to paint skulls and bones."	"Georgia O'Keeffe begins to paint skulls and bones."	"Georgia O'Keeffe begins to paint skulls and bones, gathered in New Mexico, as isolated objects in the tradition of still-life painting."											"               Georgia O'Keeffe begins t 212            "	"Georgia O'Keeffe begins to paint skulls and bones."	"Georgia O'Keeffe begins to paint skulls and bones."	"Georgia O'Keeffe begins to paint skulls and bones."	"Georgia O'Keeffe begins to paint skulls and bones."	"Georgia O'Keeffe begins to paint skulls and bones."	"Candidate"			"EBRINDLEY"	"Feb 23 2017"													"298"
