System ID	Record Type	Name Type only	Title only	Firstname only	Known As only	Lastname only	Date Born Est	Date Died Ceased	Gender	Nationality	Biographical Display	Primary Occupation	Related Person System ID	Related Person Details	Originating Database	External File Details	Person URI	Cataloguer
"1211"	"Person"	"Preferred"		"David Herbert"	"D.H."	"Lawrence"	"1885"	"1930"	"Male"		"David Herbert Lawrence (11 September 1885 – 2 March 1930) was an English writer and poet. His collected works represent, among other things, an extended reflection upon the dehumanising effects of modernity and industrialisation. Some of the issues Lawrence explores are sexuality, emotional health, vitality, spontaneity, and instinct. ^Lawrence's opinions earned him many enemies and he endured official persecution, censorship, and misrepresentation of his creative work throughout the second half of his life, much of which he spent in a voluntary exile he called his ""savage pilgrimage"". At the time of his death, his public reputation was that of a pornographer who had wasted his considerable talents. E. M. Forster, in an obituary notice, challenged this widely held view, describing him as ""the greatest imaginative novelist of our generation."" Later, the literary critic F. R. Leavis championed both his artistic integrity and his moral seriousness. (Sourced from Wikipedia, January 2020)"					"http://vocab.getty.edu/ulan/500005716   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500005716"	
"1242"	"Person"	"Preferred"		"Robert R."	"Robert"	"Young"	"1897"	"1958"			"Robert Ralph Young (February 14, 1897 – January 25, 1958) was a United States financier and industrialist. He is best known for leading the Chesapeake and Ohio Railway and New York Central Railroad during and after World War II. He was a brother-in-law of the famous western painter Georgia O'Keeffe. ^Because of his initials, R.R. Young was often labeled ""Railroad"" Young; he was otherwise known as the ""Populist of Wall Street,"" or, as his press agent encouraged journalists to call him, ""The Daring Young Man of Wall Street"". He regarded himself as a crusader against the mismanagement of railroads by banking interests. Young's most famous advertisement slogan was ""A hog can cross the country without changing trains - but you can't."" ^Despite his vocal criticisms, at the railroads he led, Young inaugurated many forward-looking advances in technology that have ramifications to the present. He was one of the first railroad executives to introduce high-speed diesel powered passenger trains which utilized lightweight equipment. He was also involved with the first large-scale railroad computer system, as well as diversification of freight traffic and development and implementation of larger and better freight cars of all types. (Sourced from Wikipedia, January 2020)"				"LC Name Authority File      n80046057"	"http://id.loc.gov/authorities/names/nr94003703   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/nr94003703"	
"1644"	"Corporate"	"Preferred, Former"				"Ogunquit Museum of American Art, Museum of Art of Ogunquit"	"1953"				"The Ogunquit Museum of American Art (OMAA) is a small art museum located on the coast in Ogunquit, Maine. The museum houses over 3,000 pieces in its permanent collection. It is the only museum in Maine devoted solely to American art.The museum focuses on modern and contemporary art, and its permanent collection includes paintings, sculpture, graphic arts, photography and new media. ^OMAA is located in its original building at 543 Shore Road in Ogunquit, Maine. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"LC Name Authority File   Jun 19 2019   nr94025585"	"http://id.loc.gov/authorities/names/nr94025585   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/nr94025585"	"Debbie Garcia-Orona (Santa Fe)   Jun 19 2019"
"1222"	"Person"	"Preferred"		"John"	"John"	"Marin"	"Dec 23 1870"	"Oct 01 1953"	"Male"	"American"	"John Marin (December 23, 1870 – October 2, 1953) was an early American modernist artist.  He is known for his abstract landscapes and watercolors. (Sourced from Wikipedia, January 2020)"	"Artist"	"952, 952"	"Norma Marin (New York City)   Father-in-law      American modernist painter (1870-1953), Norma Marin (New York City)   Father-in-law   May 31 2018   American modernist painter (1870-1953)"	"Union List of Artist Names   May 31 2018   500115368"	"http://vocab.getty.edu/ulan/500115368   LOD Equivalent URI   , http://data.okeeffemuseum.org/actor/marin-john-/   Proxy for"	"http://vocab.getty.edu/ulan/500115368"	"Sherri Sorensen   May 31 2018"
"1680"	"Person"	"Preferred"		"David"	"David"	"Bell"									"LC Name Authority File      no2018161553"	"http://id.loc.gov/authorities/names/no2018161553   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/no2018161553"	
"1681"	"Person"	"Preferred"		"Miram"	"Miram"	"Beltram"	"1920"	"2010"							"LC Name Authority File      no2005092267"	"http://id.loc.gov/authorities/names/no2005092267   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/no2005092267"	
"1682"	"Person"	"Preferred"		"Jan Garden"	"Jan"	"Castro"									"LC Name Authority File      n84033335"	"http://id.loc.gov/authorities/names/n84033335   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n84033335"	
"1683"	"Person"	"Preferred"		"Helen"	"Helen"	"Torr"	"1886"	"1967"			"Helen S. Torr (1886–1967) was an early American Modernist painter. Known as ""Reds"" because of her hair color, Torr worked alongside other artists, namely her husband Arthur Dove and friend Georgia O'Keeffe, to develop a characteristically American style of Modernism in the 1920s. (Sourced from Wikipedia, January 2020)"				"Union List of Artist Names      500027808"	"http://vocab.getty.edu/ulan/500027808   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500027808"	
"1684"	"Person"	"Preferred"		"Samuel"	"Samuel"	"Draper"	"1925"	"2009"							"LC Name Authority File      n88010977"	"http://id.loc.gov/authorities/names/n88010977   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n88010977"	
"1685"	"Person"	"Preferred"		"Hugh L."	"Hugh"	"Edwards"	"1904"	"1986"							"LC Name Authority File      nr98006936"	"http://id.loc.gov/authorities/names/nr98006936   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/nr98006936"	
"1686"	"Person"	"Preferred"		"Albert Everard"	"A.E."	"Gunther"	"1903"	"1998"							"LC Name Authority File      n78024417"	"http://id.loc.gov/authorities/names/n78024417   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n78024417"	
"1687"	"Person"	"Preferred"		"Adrien"		"Maeght"	"1930"								"LC Name Authority File      n2013045501"	"http://id.loc.gov/authorities/names/n2013045501   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n2013045501"	
"1688"	"Person"	"Preferred"		"Henry J."	"Henry"	"Seldis"	"1925"	"1978"							"LC Name Authority File      no2018111722"	"http://id.loc.gov/authorities/names/no2018111722   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/no2018111722"	
"1689"	"Person"	"Preferred"		"Blanche"	"Blanche"	"Matthias"	"1887"	"1983"							"LC Name Authority File      n97875285"	"http://id.loc.gov/authorities/names/n97875285   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n97875285"	
"1690"	"Person"	"Preferred"		"James J."	"James"	"Rorimer"	"1905"	"1966"			"James Joseph Rorimer (September 7, 1905 – May 11, 1966), was an American museum curator and former director of the Metropolitan Museum of Art, where he was a primary force behind the creation of the Cloisters, a branch of the museum dedicated to the art and architecture of Medieval Europe. During World War II, Rorimer served in the U.S. Army's Monuments, Fine Arts and Archives Section, a.k.a. the ""Monuments Men,"" protecting cultural sites and recovering stolen art work. (Sourced from Wikipedia, January 2020)"				"LC Name Authority File      no95023382"	"http://id.loc.gov/authorities/names/no95023382   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/no95023382"	
"1691"	"Person"	"Preferred"		"J. Carter"	"J."	"Brown"	"1934"	"2002"			"John Carter Brown III (October 8, 1934 – June 17, 2002), director of the U.S. National Gallery of Art from 1969 to 1992 and a leading figure in American intellectual life.  Under Brown's direction, the National Gallery became one of the leading art museums in the United States, if not the world. He was known as a champion of the arts and public access to art at a time of decreased public spending on the humanities. (Sourced from Wikipedia, January 2020)"				"Union List of Artist Names      500115847"	"http://vocab.getty.edu/ulan/500115847   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500115847"	
"1692"	"Person"	"Preferred"		"Helen"	"Helen"	"Parkhurst"	"1887"	"1973"			"Helen Parkhurst (March 8, 1886 – June 1, 1973) was an American educator, author, lecturer, the originator of the Dalton Plan, founder of The Dalton School and host of ""Child's World with Helen Parkhurst"" on ABC Television Network. Parkhurst took her cues from developmental psychologist Jean Piaget and education reformers such as John Dewey and Horace Mann, producing a progressive education philosophy emphasizing the development of the “whole child."" (Sourced from Wikipedia, January 2020)"				"LC Name Authority File      n85090465"	"http://id.loc.gov/authorities/names/n85090465   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n85090465"	
"1693"	"Person"	"Preferred"		"Deba Prasad"	"Deba"	"Patnaik"									"LC Name Authority File      n80086266"	"http://id.loc.gov/authorities/names/n80086266   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n80086266"	
"1694"	"Person"	"Preferred"		"Ronald G."	"Ronald"	"Pisano"	"1948"	"2000"							"LC Name Authority File      n81103590"	"http://id.loc.gov/authorities/names/n81103590   LOD Equivalent URI   , http://data.okeeffemuseum.org/actor/pisano-ronald-g-/   Proxy for"	"http://id.loc.gov/authorities/names/n81103590"	
"1695"	"Person"	"Preferred"		"Bertha Ten Eyck"	"Bertha"	"James"									"LC Name Authority File      no2014040379"	"http://id.loc.gov/authorities/names/no2014040379   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/no2014040379"	
"1696"	"Person"	"Preferred"		"William"	"William"	"Roerick"	"1911"	"1995"			"William George Roerick (December 17, 1912 – November 30, 1995) was an American actor. He is particularly associated with the stage, but also played in many films and TV productions. He was also a stage manager and writer. His name is sometimes given as William Roehrick. (Sourced from Wikipedia, January 2020)"				"LC Name Authority File      no90014905"	"http://id.loc.gov/authorities/names/no90014905   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/no90014905"	
"1697"	"Person"	"Preferred"		"Paul F."	"Paul"	"Rovetti"	"1939"								"LC Name Authority File      nr94034565"	"http://id.loc.gov/authorities/names/nr94034565   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/nr94034565"	
"1698"	"Person"	"Preferred"		"Aurthur"		"Sze"	"1950"				"Arthur Sze (English: ; Chinese: 施家彰; pinyin: Shī Jiāzhāng; born 1950, New York City) is a Chinese-American poet. (Sourced from Wikipedia, January 2020)"				"LC Name Authority File      n82011115"	"http://id.loc.gov/authorities/names/n82011115   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n82011115"	
"1699"	"Person"	"Preferred"		"Mary C."	"Mary"	"Wheelwright"	"1878"	"1958"			"Mary Cabot Wheelwright (October 22, 1878 – July 29, 1958) was an American anthropologist and museum founder. She established the museum which is now called Wheelwright Museum of the American Indian, in 1937 along with Hosteen Klah. (Sourced from Wikipedia, January 2020)"				"LC Name Authority File      n80001124"	"http://id.loc.gov/authorities/names/n80001124   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n80001124"	
"1700"	"Person"	"Preferred"		"Carl"	"Carl"	"Zigrosser"	"1891"	"1975"			"Carl Zigrosser (1891–1975) was an art dealer best known for running the New York Weyhe Gallery in the 1920s and 1930s, and as Curator of Prints and Drawings at the Philadelphia Museum of Art between 1940 and 1963. In the 1910s, he was active in New York's anarchist movement. (Sourced from Wikipedia, January 2020)"				"LC Name Authority File      n50013546"	"http://id.loc.gov/authorities/names/n50013546   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n50013546"	
"1701"	"Person"	"Preferred"		"Perry Townsend"	"Perry"	"Rathbone"	"1911"	"2000"			"Perry Townsend Rathbone (July 3, 1911- January 22,2000) was one of the leading American art museum directors of the 20th century. As director of the St. Louis Art Museum from 1940–1955, and the Museum of Fine Arts, Boston from 1955–1972, he transformed these institutions from quiet repositories of art to vibrant cultural centers. Known for his sensitive installations as well as his bold publicity stunts, he increased the membership and attendance figures of both institutions exponentially, and also added significant works to their permanent collections across the board. (Sourced from Wikipedia, January 2020)"				"LC Name Authority File      n79139632"	"http://id.loc.gov/authorities/names/n79139632   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n79139632"	
"1702"	"Person"	"Preferred"	"Justice"	"Benjamin Nathan"	"Benjamin"	"Cardozo"	"1870"	"1938"			"Benjamin Nathan Cardozo (May 24, 1870 – July 9, 1938) was an American lawyer and jurist who served as an Associate Justice of the Supreme Court of the United States. Previously, he had served as the Chief Judge of the New York Court of Appeals. Cardozo is remembered for his significant influence on the development of American common law in the 20th century, in addition to his philosophy and vivid prose style. ^Born in New York City, Cardozo passed the bar in 1891 after attending Columbia Law School. He won an election to the New York Supreme Court in 1913 but joined the New York Court of Appeals the following year. He won election as Chief Judge of that court in 1926. ^In 1932, President Herbert Hoover appointed Cardozo to the Supreme Court to succeed Oliver Wendell Holmes Jr. Cardozo served on the Court until his death in 1938, and formed part of the liberal bloc of justices known as the Three Musketeers. He wrote the Court's majority opinion in notable cases such as Nixon v. Condon and Steward Machine Co. v. Davis. (Sourced from Wikipedia, January 2020)"				"LC Name Authority File      n50032400"	"http://id.loc.gov/authorities/names/n50032400   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n50032400"	
"1703"	"Person"	"Preferred"		"Curt"	"Curt"	"Valentin"	"1902"	"1954"			"Curt Valentin (5 October 1902, Hamburg, Germany – 19 August 1954, Forte dei Marmi, Italy) was a German-Jewish art dealer known for handling modern art, particularly sculpture, and works classified as ""degenerate"" by the Nazi regime in pre-war Germany. ^After 1927 Curt Valentin worked for Alfred Flechtheim in Berlin. In 1934, he worked at Karl Buchholz Gallery, Hamburg. In 1937, he emigrated to America, and opened a modern art gallery, Bucholz gallery, in New York City. He had permission to sell German art in America, from the Nazi authorities. ^In 1951 the gallery was renamed the Curt Valentin Gallery. His gallery operated from 1951, until a year after his death in 1954, and handled works by many notable artists including Alexander Calder, Henry Moore, Marino Marini, and Jacques Lipchitz. (Sourced from Wikipedia, January 2020)"				"Union List of Artist Names      500327387"	"http://vocab.getty.edu/ulan/500327387   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500327387"	
"1704"	"Person"	"Preferred"		"Jacob George"	"Jacob"	"Harrar"	"1906"	"1982"							"LC Name Authority File      n87150460"	"http://id.loc.gov/authorities/names/n87150460   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n87150460"	
"1705"	"Person"	"Preferred"		"Richard Daniel"	"Richard"	"Weigle"									"LC Name Authority File      n82072813"	"http://id.loc.gov/authorities/names/n82072813   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n82072813"	
"1413"	"Person"	"Preferred"		"Ruth"	"Ruth"	"Fine"									"LC Name Authority File      n81018660"	"http://id.loc.gov/authorities/names/n81018660      "		
"535"	"Person"	"Preferred"		"Rose"	"Rose"	"Covarrubias"	"1895"	"1970"	"Female"		"Rosa Rolanda (Rosemonde Cowan; Rose Rolando; Mrs. Miguel Covarrubias; September 6, 1895 – March 25, 1970) was an American multidisciplinary artist, dancer, and choreographer. (Sourced from Wikipedia, January 2020)"	"Photographer"			"LC Name Authority File   Jan 24 2018   n94018359"	"http://id.loc.gov/authorities/names/n94018359   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n94018359"	"Debbie Garcia-Orona (Santa Fe)   Jan 24 2018"
"1679"	"Person"	"Preferred"		"Harland H."	"Harland"	"Allen"	"Dec 09 1887"	"Jun 15 1985"							"LC Name Authority File      nb2009020801"	"http://id.loc.gov/authorities/names/nb2009020801   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/nb2009020801"	
"1"	"Corporate"	"Preferred, Acronym"				"Georgia O'Keeffe Museum, gokm"	"1997"			"American"	"The Georgia O'Keeffe Museum is dedicated to the artistic legacy of Georgia O'Keeffe, her life, American modernism, and public engagement. It opened on July 17, 1997, eleven years after the artist's death. It comprises multiple sites in two locations: Santa Fe, New Mexico, and Abiquiu, New Mexico. In addition to the founding Georgia O'Keeffe Museum (also called the Museum Galleries) in Santa Fe, the O'Keeffe includes: the Library and Archive within its research center at the historic A.M. Bergere house; the Education Annex for youth and public programming; Georgia O'Keeffe's historic Abiquiu Home and Studio; the O'Keeffe Welcome Center in Abiquiu; and Museum Stores in both Santa Fe and Abiquiu.  Georgia O'Keeffe's additional home at the Ghost Ranch property is also part of the O'Keeffe Museum's assets, but is not open to the public. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"LC Name Authority File   Feb 15 2018   n97019388"	"http://id.loc.gov/authorities/names/n97019388   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n97019388"	"Debbie Garcia-Orona (Santa Fe)   Feb 20 2018"
"2"	"Person"	"Preferred, Acronym"		"Georgia"	"Georgia"	"O'Keeffe, gok"	"Nov 15 1887"	"Mar 06 1986"	"Female"	"American"	"Georgia Totto O'Keeffe (November 15, 1887 – March 6, 1986) was an American artist. She was best known for her paintings of enlarged flowers, New York skyscrapers, and New Mexico landscapes. O'Keeffe has been recognized as the ""Mother of American modernism"".In 1905, O'Keeffe began her serious formal art training at the School of the Art Institute of Chicago and then the Art Students League of New York, but she felt constrained by her lessons that focused on recreating or copying what was in nature. In 1908, unable to fund further education, she worked for two years as a commercial illustrator, and then taught in Virginia, Texas, and South Carolina between 1911 and 1918. During that time, she studied art during the summers between 1912 and 1914 and was introduced to the principles and philosophies of Arthur Wesley Dow, who created works of art based upon personal style, design, and interpretation of subjects, rather than trying to copy or represent them. This caused a major change in the way she felt about and approached art, as seen in the beginning stages of her watercolors from her studies at the University of Virginia and more dramatically in the charcoal drawings that she produced in 1915 that led to total abstraction. Alfred Stieglitz, an art dealer and photographer, held an exhibit of her works in 1917. Over the next couple of years, she taught and continued her studies at the Teachers College, Columbia University in 1914 and 1915. ^She moved to New York in 1918 at Stieglitz's request and began working seriously as an artist. They developed a professional relationship and a personal relationship that led to their marriage in 1924. O'Keeffe created many forms of abstract art, including close-ups of flowers, such as the Red Canna paintings, that many found to represent female genitalia, although O'Keeffe consistently denied that intention. The reputation of the portrayal of women's sexuality was also fueled by explicit and sensuous photographs that Stieglitz had taken and exhibited of O'Keeffe. ^O'Keeffe and Stieglitz lived together in New York until 1929, when O'Keeffe began spending part of the year in the Southwest, which served as inspiration for her paintings of New Mexico landscapes and images of animal skulls, such as Cow's Skull: Red, White, and Blue and Ram's Head White Hollyhock and Little Hills. After Stieglitz's death, she lived permanently in New Mexico at Georgia O'Keeffe Home and Studio in Abiquiú, until the last years of her life when she lived in Santa Fe. In 2014, O'Keeffe's 1932 painting Jimson Weed sold for $44,405,000, more than three times the previous world auction record for any female artist. After her death, the Georgia O'Keeffe Museum was established in Santa Fe. (Sourced from Wikipedia, January 2020)"	"Artist"	"260, 250, 298, 292, 954, 427, 12, 1235, 984, 425, 1000"	"Alfred Stieglitz   Husband      , Mrs. Anita Young   Sister      , John Candelario   Friend      a long-time friend of GOK, Maria Chabot   Friend      general contractor for GOK house in Abiquiu, Helen Woodruff   Friend      , Carol Sarkisian (New Mexico)   Friend      , Doris Bry   Represents      exclusive dealer, chief assistant, curator, friend, and executor of her estate, Catherine O'Keeffe   Sister   Nov 17 2017   , Juan Hamilton (Abiquiu)   Employer   Juan Hamilton was a live-in assistant for GOK, Pita Lopez (Abiquiu)   Employer   Worked for GOK as a young woman, June O'Keeffe Sebring (Kaneohe)   Aunt"	"Union List of Artist Names   Mar 14 2018   500018666"	"http://vocab.getty.edu/ulan/500018666   LOD Equivalent URI   ULAN, http://data.okeeffemuseum.org/actor/o-keeffe-georgia-/   Proxy for   Koha Library URL"	"http://vocab.getty.edu/ulan/500018666"	
"11"	"Person"	"Preferred"		"Myron"	"Myron"	"Wood"	"1921"	"Jul 07 1999"	"Male"	"American"		"Photographer"			"Union List of Artist Names   Nov 13 2017   ID: 500104479"	"http://vocab.getty.edu/ulan/500104479   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500104479"	"Sherri Sorensen   Nov 13 2017"
"12"	"Person"	"Preferred"		"Doris"	"Doris"	"Bry"	"1920"	"Dec 03 2014"	"Female"	"American"		"Associate"	"2, 1038"	"Georgia O'Keeffe   Represented by      exclusive dealer, chief assistant, curator, friend, and executor of her estate, Doris Bry Trust (Newport)   Represents"	"LC Name Authority File   Oct 05 2017   n88015082"	"http://id.loc.gov/authorities/names/n88015082   LOD Equivalent URI   LCNAF"	"http://id.loc.gov/authorities/names/n88015082"	"Debbie Garcia-Orona (Santa Fe)   Oct 05 2017, Sherri Sorensen   Oct 26 2017"
"14"	"Person"	"Preferred"		"Malcolm"	"Malcolm"	"Varon"						"Photographer"			"LC Name Authority File   Nov 13 2017   n88072584"	"http://id.loc.gov/authorities/names/n88072584   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n88072584"	"Sherri Sorensen   Nov 13 2017"
"234"	"Person"	"Preferred"		"Cady"	"Cady"	"Wells"	"Nov 15 1904"	"Nov 05 1954"	"Male"	"American"	"Cady Wells (1904–1954) was a painter and patron of the arts who settled in New Mexico the 1930s. He has been the subject of numerous solo exhibitions, during his life and posthumously. (Sourced from Wikipedia, January 2020)"	"Artist"			"Union List of Artist Names   Jun 01 2018   500069278"	"http://vocab.getty.edu/ulan/500069278   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500069278"	"Sherri Sorensen   Jun 01 2018"
"237"	"Person"			"Yousuf"	"Yousuf"	"Karsh"	"Dec 23 1908"	"Jul 13 2002"	"Male"	"Canadian"	"Yousuf Karsh  (December 23, 1908 – July 13, 2002), was an Armenian-Canadian photographer known for his portraits of notable individuals. He has been described as one of the greatest portrait photographers of the 20th century. ^An Armenian Genocide survivor, Karsh migrated to Canada as a refugee. By the 1930s he established himself as a significant photographer in Ottawa, where he lived most of his adult life, though he traveled extensively for work. His iconic 1941 photograph of Winston Churchill was a breakthrough point in his 60-year career, through which he took numerous photos of known political leaders, men and women of arts and sciences. Over 20 photos by Karsh appeared on the cover of Life magazine, until he retired in 1992. (Sourced from Wikipedia, January 2020)"	"Photographer"			"Union List of Artist Names   Oct 27 2017   ID: 500013272"	"http://vocab.getty.edu/ulan/500013272   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500013272"	"Sherri Sorensen   Oct 27 2017"
"240"	"Corporate"	"Preferred, Former"				"Steuben Glass, Steuben"	"1903"			"American"	"Steuben Glass Works was an American art glass manufacturer, founded in the summer of 1903 by Frederick Carder and Thomas G. Hawkes in Corning, New York, which is in Steuben County, from which the company name was derived. Hawkes was the owner of the largest cut glass firm then operating in Corning. Carder was an Englishman (born September 18, 1863) who had many years' experience designing glass for Stevens and Williams in England. Hawkes purchased the glass blanks for his cutting shop from many sources and eventually wanted to start a factory to make the blanks himself. Hawkes convinced Carder to come to Corning and manage such a factory. Carder, who had been passed over for promotion at Stevens and Williams, consented to do so. ^In 1918, Steuben was acquired by Corning Glass Works and became the Steuben Division.In July 2008, Steuben was sold by Corning Incorporated for an undisclosed price to Schottenstein Stores, which also owns 51% of Retail Ventures, a holding company for DSW, Filene's Basement, and formerly Value City Department Stores; Value City Furniture, which changed its name to American Signature Furniture; 15% of American Eagle Outfitters, retail liquidator SB Capital Group, some 50 shopping centers, and 5 factories producing its shoes, furniture and crystal. ^On September 15, 2011, Schottenstein announced it was shutting down Steuben's Corning factory and Manhattan store, ending the company's 108-year history.In early 2014, The Corning Museum of Glass announced that it would work with independent contractors to reproduce Steuben using a new, lead-free formula and their classic leaded crystal. An assortment of iconic designs will be available through The Museum Shops, their authorized retailers, and online, with profits benefiting the educational mission of The Museum. (Sourced from Wikipedia, January 2020)"	"Manufacturer"			"LC Name Authority File   Mar 13 2019   n50058364"	"http://id.loc.gov/authorities/names/n50058364   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n50058364"	"Debbie Garcia-Orona (Santa Fe)   Mar 13 2019"
"243"	"Person"	"Preferred"		"Don"	"Don"	"Worth"	"Jun 02 1924"	"Mar 18 2009"	"Male"	"American"	"Don Worth (June 2, 1924 – March 18, 2009) was an American photographer. His childhood on an Iowa farm inspired an abiding love of exotic horticulture, which later became the primary focus of his photography. He attended Juilliard as well as the Manhattan School of Music, receiving a graduate degree in piano and composition in 1951. During college, he began photographing and eventually became Ansel Adams' first full-time assistant in 1956. He taught photography at San Francisco State University for thirty years becoming a Professor Emeritus of Art.In 1974, Worth was awarded a Guggenheim Fellowship and an appointment from the National Endowment for the Arts in 1980.  His photographs are included in countless major museums including the Getty, MOMA and Chicago Art Institute.  He was one of the last surviving members of the West Coast school of photography, which included Ansel Adams, Edward and Brett Weston, Imogen Cunningham, Ruth Bernhard and many others.Worth's large format photographs are marked by an incisive clarity and quiet meditative aura.  His images of plants invoke a spiritual iconography while his landscapes often reflect the transformative powers of fog and mist.  Don Worth painstakingly created each of his photographs in his darkroom. ^ ^""The techniques of photography are not very hard to master.  The difficult thing is to become a sentient, cognitive human being.  If anyone is going to be good at this thing, they must push themselves to levels of sensory awareness that are beyond the ken of ordinary mortals.  Don's photographs are solid evidence that he has scaled these heights.  He is a solitary man who has dedicated himself to the search for truth in those living things which can perhaps save us from ourselves, if only we will listen.  the messages from this teeming realm are poetically expressed in don's photographs.  Look well and learn the secrets of our survival."" ^ ^""Don Worth's plants are legendary.  As a child growing up on a small farm in southern Iowa, he raised exotic plants.  Today his house in Mill Valley, California, is a botanical oasis; house and yard overflow with the succulents, orchids and bromeliads that Worth raises.  Large glass windows and the profusion of plants and flowers in the airy, light-filled living and dining areas create a synthesis between interior and exterior.  The photographer's environment is a functioning metaphor of harmony between man and nature."" ^ ^""Since the beginning of the twentieth century, photographers have interpreted the world of nature with a passion often approaching the spiritual.  The idea that a work of art can provide a visual ""equivalent"" to how one perceives nature has played an important role in shaping the reverence that many photographers have expressed for the American landscape.  As landscape photography evolved beyond prevailing documentary attitudes of the nineteenth century, camera artists such as Don Worth became singularly devoted to exploring the natural world as metaphor.  In his quest to capture the exact moment when nature becomes most revealing, Worth's photographs take us far beyond everyday appearances.  These moments, between the perception and recognition of what is seen, are precisely visualized through the meditative way in which Worth uses his camera."" (Sourced from Wikipedia, January 2020)"	"Photographer"			"Union List of Artist Names   Nov 13 2017   ID: 500024399"	"http://vocab.getty.edu/ulan/500024399   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500024399"	"Sherri Sorensen   Nov 13 2017"
"248"	"Corporate"	"Preferred, Former"				"The Phillips Collection, Phillips Memorial Gallery"	"1921"			"American"		"Art Museum"			"Union List of Artist Names   Jul 25 2018   500443618"	"http://vocab.getty.edu/ulan/500443618   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500443618"	"Debbie Garcia-Orona (Santa Fe)   Jul 25 2018"
"251"	"Corporate"					"National Gallery of Art, Washington"					"The National Gallery of Art, and its attached Sculpture Garden, is a national art museum in Washington, D.C., located on the National Mall, between 3rd and 9th Streets, at Constitution Avenue NW. Open to the public and free of charge, the museum was privately established in 1937 for the American people by a joint resolution of the United States Congress. Andrew W. Mellon donated a substantial art collection and funds for construction. The core collection includes major works of art donated by Paul Mellon, Ailsa Mellon Bruce, Lessing J. Rosenwald, Samuel Henry Kress, Rush Harrison Kress, Peter Arrell Browne Widener, Joseph E. Widener, and Chester Dale. The Gallery's collection of paintings, drawings, prints, photographs, sculpture, medals, and decorative arts traces the development of Western Art from the Middle Ages to the present, including the only painting by Leonardo da Vinci in the Americas and the largest mobile created by Alexander Calder. ^The Gallery's campus includes the original neoclassical West Building designed by John Russell Pope, which is linked underground to the modern East Building, designed by I. M. Pei, and the 6.1-acre (25,000 m2) Sculpture Garden. The Gallery often presents temporary special exhibitions spanning the world and the history of art. It is one of the largest museums in North America. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names      500115983"	"http://vocab.getty.edu/ulan/500115983   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500115983"	
