System ID	Exh Concept short summary	Procedural Status	Title	Description	Organizer	Organizer PersonID	Start Date	End Date	Start-End	Venues	Venue PersonID	Object IDs
"286"	"2nd Annual Exhibition of Painting; Organizer: Fine Arts Museums of San Francisco (San Francisco); Start: Nov 19 1947; End: Jan 1948"	"Historic"	"2nd Annual Exhibition of Painting"	"1947 ^San Francisco, California ^California Palace of the Legion of Honor ^2nd Annual Exhibition of Painting ^19 November 1947--January 1948"	"Fine Arts Museums of San Francisco (San Francisco)   Institution"	"1513"	"Nov 19 1947"	"Jan 1948"	"Nov 19 1947 - Jan 1948"	"2nd Annual Exhibition of Painting; Organizer: Fine Arts Museums of San Francisco (San Francisco); Start: Nov 19 1947; End: Jan 1948; Fine Arts Museums of San Francisco (San Francisco); Opening: Nov 19 1947; Closing: Jan 1948"	"1513"	"8809"
"159"	"Modern Works of Art: fifth Anniversary Exhibition; Organizer: Museum of Modern Art (New York City); Start: Nov 20 1934; End: Jan 20 1935"	"Historic"	"Modern Works of Art: fifth Anniversary Exhibition"	"1934 ^New York ^The Museum of Modern Art ^Modern Works of Art: fifth Anniversary Exhibition ^20 November 1934 -- 20 January 1935"	"Museum of Modern Art (New York City)   Institution"	"1325"	"Nov 20 1934"	"Jan 20 1935"	"Nov 20 1934 - Jan 20 1935"	"Modern Works of Art: fifth Anniversary Exhibition; Organizer: Museum of Modern Art (New York City); Start: Nov 20 1934; End: Jan 20 1935; Museum of Modern Art (New York City); Opening: Nov 20 1934; Closing: Jan 20 1935"	"1325"	"8811"
"155"	"An Exhibition of Paintings by John Marin and Georgia O'Keeffe; Organizer: College for Creative Studies (Detroit); Start: Jan 17 1934; End: Feb 09 1934"	"Historic"	"An Exhibition of Paintings by John Marin and Georgia O'Keeffe"	"1934 ^Detroit, Michigan ^Society of Arts and Crafts ^An Exhibition of Paintings by John Marin and Georgia O'Keeffe ^17 January--9 February"	"College for Creative Studies (Detroit)   Institution"	"1497"	"Jan 17 1934"	"Feb 09 1934"	"Jan 17 1934 - Feb 09 1934"	"An Exhibition of Paintings by John Marin and Georgia O'Keeffe; Organizer: College for Creative Studies (Detroit); Start: Jan 17 1934; End: Feb 09 1934; College for Creative Studies (Detroit); Opening: Jan 17 1934; Closing: Feb 09 1934"	"1497"	"8813"
"204"	"Trois siècles d'art aux États-Unis; Organizer: Museum of Modern Art (New York City), Jeu de Paume (Paris); Start: May 24 1938; End: Jul 31 1938"	"Historic"	"Trois siècles d'art aux États-Unis"	"1938 ^Paris ^Museé du Jeu de Paume ^(organized in collaboration with The Museum of Modern Art, New York) ^24 May--31 July"	"Museum of Modern Art (New York City)   Institution, Jeu de Paume (Paris)   Institution"	"1325, 1533"	"May 24 1938"	"Jul 31 1938"	"May 24 1938 - Jul 31 1938"	"Trois siècles d'art aux États-Unis; Organizer: Museum of Modern Art (New York City), Jeu de Paume (Paris); Start: May 24 1938; End: Jul 31 1938; Jeu de Paume (Paris); Opening: May 24 1938; Closing: Jul 31 1938"	"1533"	"8813"
"242"	"title and dates unknown; Organizer: Richmond Art Institute (Richmond); Start: 1943; End: 1943"	"Historic"	"title and dates unknown"	"1943 ^Richmond, Virginia ^Richmond Art Institute ^[title and dates unknown]"	"Richmond Art Institute (Richmond)   Institution"	"1548"	"1943"	"1943"	"1943 - 1943"	"title and dates unknown; Organizer: Richmond Art Institute (Richmond); Start: 1943; End: 1943; Richmond Art Institute (Richmond); Opening: 1943; Closing: 1943"	"1548"	"8817"
"153"	"Exhibitions of American Painting of To-Day; Organizer: Worcester Art Museum (Worcester); Start: Dec 01 1933; End: Jan 15 1934"	"Historic"	"Exhibitions of American Painting of To-Day"	"1933 ^Worcester Massachusetts ^Worcester Art Museum ^Exhibitions of American Painting of To-Day ^1 December 1933--15 January 1934"	"Worcester Art Museum (Worcester)   Institution"	"347"	"Dec 01 1933"	"Jan 15 1934"	"Dec 01 1933 - Jan 15 1934"	"Exhibitions of American Painting of To-Day; Organizer: Worcester Art Museum (Worcester); Start: Dec 01 1933; End: Jan 15 1934; Worcester Art Museum (Worcester); Opening: Dec 01 1933; Closing: Jan 15 1934"	"347"	"8818"
"220"	"Survey of American Painting; Organizer: Carnegie Museums of Pittsburgh (Pittsburgh); Start: Oct 24 1940; End: Dec 15 1940"	"Historic"	"Survey of American Painting"	"1940 ^Pittsburgh, Pennsylvania ^Carnegie Institute ^24 October--  15 December"	"Carnegie Museums of Pittsburgh (Pittsburgh)   Institution"	"1496"	"Oct 24 1940"	"Dec 15 1940"	"Oct 24 1940 - Dec 15 1940"	"Survey of American Painting; Organizer: Carnegie Museums of Pittsburgh (Pittsburgh); Start: Oct 24 1940; End: Dec 15 1940; Carnegie Museums of Pittsburgh (Pittsburgh); Opening: Oct 24 1940; Closing: Dec 15 1940"	"1496"	"8840"
"233"	"Annual Exhibition of Contemporary Art: Sculpture, Paintings, Watercolors, Drawings and Prints; Organizer: Whitney Museum of American Art (New York City); Start: Nov 02 1942; End: Jan 06 1943"	"Historic"	"Annual Exhibition of Contemporary Art: Sculpture, Paintings, Watercolors, Drawings and Prints"	"1942 ^New York ^Whitney Museum of American Art ^1942-43 Annual Exhibition of Contemporary Art: Sculpture, Paintings, Watercolors, Drawings and Prints ^2 November 1942-6 January 1943"	"Whitney Museum of American Art (New York City)   Institution"	"340"	"Nov 02 1942"	"Jan 06 1943"	"Nov 02 1942 - Jan 06 1943"	"Annual Exhibition of Contemporary Art: Sculpture, Paintings, Watercolors, Drawings and Prints; Organizer: Whitney Museum of American Art (New York City); Start: Nov 02 1942; End: Jan 06 1943; Whitney Museum of American Art (New York City); Opening: Nov 02 1942; Closing: Jan 06 1943"	"340"	"8860"
"301"	"Painting in the United States, 1948; Organizer: Carnegie Museums of Pittsburgh (Pittsburgh); Start: Oct 14 1948; End: Dec 12 1948"	"Historic"	"Painting in the United States, 1948"	"1948 ^Pittsburgh, Pennsylvania ^Carnegie Institute ^Painting in the United States, 1948 ^14 October-12 December"	"Carnegie Museums of Pittsburgh (Pittsburgh)   Institution"	"1496"	"Oct 14 1948"	"Dec 12 1948"	"Oct 14 1948 - Dec 12 1948"	"Painting in the United States, 1948; Organizer: Carnegie Museums of Pittsburgh (Pittsburgh); Start: Oct 14 1948; End: Dec 12 1948; Carnegie Museums of Pittsburgh (Pittsburgh); Opening: Oct 14 1948; Closing: Dec 12 1948"	"1496"	"8860"
"306"	"61st Annual Exhibition, Contemporary American Paintings; Organizer: Indianapolis Museum of Art (Indianapolis); Start: Jan 16 1949; End: Feb 20 1949"	"Historic"	"61st Annual Exhibition, Contemporary American Paintings"	"1949 ^Indianapolis, Indiana ^John Herron Art Museum [Indianapolis Museum of Art] ^61st Annual Exhibition, Contemporary American Paintings ^16 January-20 February"	"Indianapolis Museum of Art (Indianapolis)   "	"348"	"Jan 16 1949"	"Feb 20 1949"	"Jan 16 1949 - Feb 20 1949"	"61st Annual Exhibition, Contemporary American Paintings; Organizer: Indianapolis Museum of Art (Indianapolis); Start: Jan 16 1949; End: Feb 20 1949; Indianapolis Museum of Art (Indianapolis); Opening: Jan 16 1949; Closing: Feb 20 1949"	"348"	"8860"
"209"	"Art in Our Time: 10th Anniversary Exhibition; Organizer: Museum of Modern Art (New York City); Start: May 10 1939; End: Sep 30 1939"	"Historic"	"Art in Our Time: 10th Anniversary Exhibition"	"1939 ^New York ^The Museum of Modern Art ^Art in Our Time: 10th Anniversary Exhibition ^10 May--30 September"	"Museum of Modern Art (New York City)   Institution"	"1325"	"May 10 1939"	"Sep 30 1939"	"May 10 1939 - Sep 30 1939"	"Art in Our Time: 10th Anniversary Exhibition; Organizer: Museum of Modern Art (New York City); Start: May 10 1939; End: Sep 30 1939; Museum of Modern Art (New York City); Opening: May 10 1939; Closing: Sep 30 1939"	"1325"	"8902"
"213"	"Sixteeth Exhibition of Contemporary American Painting; Organizer: Cleveland Museum of Art (Cleveland); Start: Jun 13 1940; End: Jul 14 1940"	"Historic"	"Sixteeth Exhibition of Contemporary American Painting"	"1940 ^Cleveland Ohio ^The Cleveland Museum of Art ^Sixteeth Exhibition of Contemporary American Painting ^13 June--14 July"	"Cleveland Museum of Art (Cleveland)   Institution"	"350"	"Jun 13 1940"	"Jul 14 1940"	"Jun 13 1940 - Jul 14 1940"	"Sixteeth Exhibition of Contemporary American Painting; Organizer: Cleveland Museum of Art (Cleveland); Start: Jun 13 1940; End: Jul 14 1940; Cleveland Museum of Art (Cleveland); Opening: Jun 13 1940; Closing: Jul 14 1940"	"350"	"8903"
"218"	"Exhibition of Designs in Glass for Steuben; Organizer: Steuben Glass (New York City); Start: Jan 10 1940; End: Feb 10 1940"	"Historic"	"Exhibition of Designs in Glass for Steuben"	"1940 ^New York ^Steuben Glass Company ^Exhibition of Designs in Glass for Steuben ^10 January--10 February"	"Steuben Glass (New York City)   Designer"	"240"	"Jan 10 1940"	"Feb 10 1940"	"Jan 10 1940 - Feb 10 1940"	"Exhibition of Designs in Glass for Steuben; Organizer: Steuben Glass (New York City); Start: Jan 10 1940; End: Feb 10 1940; Steuben Glass (New York City); Opening: Jan 10 1940; Closing: Feb 10 1940"	"240"	"8904"
"268"	"60 Americans since 1800; Organizer: Grand Central Art Galleries (New York City); Start: Nov 19 1946; End: Dec 05 1946"	"Historic"	"60 Americans since 1800"	"1946 ^New York ^Grand Central Art Galleries ^60 Americans since 1800 ^19 November--5 December"	"Grand Central Art Galleries (New York City)   Gallery"	"1564"	"Nov 19 1946"	"Dec 05 1946"	"Nov 19 1946 - Dec 05 1946"	"60 Americans since 1800; Organizer: Grand Central Art Galleries (New York City); Start: Nov 19 1946; End: Dec 05 1946; Grand Central Art Galleries (New York City); Opening: Nov 19 1946; Closing: Dec 05 1946"	"1564"	"8925"
"293"	"The Coast and the Sea; Organizer: Brooklyn Museum of Art (Brooklyn); Start: Nov 19 1948; End: Jan 16 1949"	"Historic"	"The Coast and the Sea"	"1948 ^Brooklyn, New York ^The Brooklyn Museum ^The Coast and the Sea ^19 November 1948-16 January 1949"	"Brooklyn Museum of Art (Brooklyn)   Institution"	"374"	"Nov 19 1948"	"Jan 16 1949"	"Nov 19 1948 - Jan 16 1949"	"The Coast and the Sea; Organizer: Brooklyn Museum of Art (Brooklyn); Start: Nov 19 1948; End: Jan 16 1949; Brooklyn Museum of Art (Brooklyn); Opening: Nov 19 1948; Closing: Jan 16 1949"	"374"	"8935"
"309"	"Fifteen Paintings from the Collection of Randolph-Macon Woman's College; Organizer: Randolph College (Lynchburg); Start: Oct 10 1949; End: Jan 31 1950"	"Historic"	"Fifteen Paintings from the Collection of Randolph-Macon Woman's College"	"1949 ^Lynchburg, Virginia ^Randolph-Macon Woman's College ^Fifteen Paintings from the collection of Randolph-Macon Woman's College ^10 October 1949-31 January 1950 ^Circulated to: Nashville, Tennessee; Birmingham, Alabama; Atlanta, Georgia; and Asheville, North Carolina [dates unknown]."	"Randolph College (Lynchburg)   Institution"	"1593"	"Oct 10 1949"	"Jan 31 1950"	"Oct 10 1949 - Jan 31 1950"	"Fifteen Paintings from the Collection of Randolph-Macon Woman's College; Organizer: Randolph College (Lynchburg); Start: Oct 10 1949; End: Jan 31 1950; Randolph College (Lynchburg); Opening: Oct 10 1949; Closing: Jan 31 1950"	"1593"	"8939"
"240"	"Annual Exhibition of Contemporary American Art: Sculpture, Paintings, Watercolors and Drawings; Organizer: Whitney Museum of American Art (New York City); Start: Nov 23 1943; End: Jan 04 1944"	"Historic"	"Annual Exhibition of Contemporary American Art: Sculpture, Paintings, Watercolors and Drawings"	"1943 ^New York ^Whitney Museum of American Art ^1943-44 Annual Exhibition of Contemporary American Art: Sculpture, Paintings, Watercolors and Drawings ^23 November 1943-4 January 1944"	"Whitney Museum of American Art (New York City)   Institution"	"340"	"Nov 23 1943"	"Jan 04 1944"	"Nov 23 1943 - Jan 04 1944"	"Annual Exhibition of Contemporary American Art: Sculpture, Paintings, Watercolors and Drawings; Organizer: Whitney Museum of American Art (New York City); Start: Nov 23 1943; End: Jan 04 1944; Whitney Museum of American Art (New York City); Opening: Nov 23 1943; Closing: Jan 04 1944"	"340"	"8961"
"324"	"title unknown; Organizer: Columbus Museum of Art (Columbus); Start: Dec 1950; End: Dec 1950"	"Historic"	"title unknown"	"1950 ^Columbus Ohio ^Columbus Gallery of Fine Arts [Columbus Museum of Art] ^[title unknown] ^December"	"Columbus Museum of Art (Columbus)   Institution"	"328"	"Dec 1950"	"Dec 1950"	"Dec 1950 - Dec 1950"	"title unknown; Organizer: Columbus Museum of Art (Columbus); Start: Dec 1950; End: Dec 1950; Columbus Museum of Art (Columbus); Opening: Dec 1950; Closing: Dec 1950"	"328"	"8967"
"191"	"Exhibition of Paintings (1924-1937) by Georgia O'Keeffe; Organizer: American Woman's Association (New York City); Start: Mar 30 1937; End: Apr 16 1937"	"Historic"	"Exhibition of Paintings (1924-1937) by Georgia O'Keeffe"	"1937 ^New York ^American Woman's Club, The American Woman's Association Clubhouse ^Exhibition of Paintings (1924-1937) by Georgia O'Keeffe ^30 March -- 16 April"	"American Woman's Association (New York City)   Institution"	"1529"	"Mar 30 1937"	"Apr 16 1937"	"Mar 30 1937 - Apr 16 1937"	"Exhibition of Paintings (1924-1937) by Georgia O'Keeffe; Organizer: American Woman's Association (New York City); Start: Mar 30 1937; End: Apr 16 1937; American Woman's Association (New York City); Opening: Mar 30 1937; Closing: Apr 16 1937"	"1529"	"1, 7735, 8598, 8647, 8707, 8724, 8749"
"215"	"Georgia O'Keeffe: Exhibition of Oils and Pastels; Organizer: An American Place (New York City); Start: Feb 1940; End: Mar 27 1940"	"Historic"	"Georgia O'Keeffe: Exhibition of Oils and Pastels"	"1940 ^New York ^An American Place ^Georgia O'Keeffe: Exhibition of Oils and Pastels ^3 February--27 March"	"An American Place (New York City)   "	"1476"	"Feb 1940"	"Mar 27 1940"	"Feb 1940 - Mar 27 1940"	"Georgia O'Keeffe: Exhibition of Oils and Pastels; Organizer: An American Place (New York City); Start: Feb 1940; End: Mar 27 1940; An American Place (New York City); Opening: Feb 1940; Closing: Mar 27 1940"	"1476"	"101, 1148, 8642, 8644, 8670, 8791, 8797, 8817, 8887, 8915, 8916, 8917, 8918, 8919, 8920, 8921, 8922, 8923, 8924, 8925, 8926, 8928, 8929, 8930, 8931, 8932"
"231"	"Georgia O'Keeffe: Exhibition of Recent Paintings, 1941; Organizer: An American Place (New York City); Start: Feb 02 1942; End: Mar 17 1942"	"Historic"	"Georgia O'Keeffe: Exhibition of Recent Paintings, 1941"	"1942 ^New York ^An American Place ^Georgia O'Keeffe: Exhibition of Recent Paintings, 1941 ^2 February--17 March"	"An American Place (New York City)   Gallery"	"1476"	"Feb 02 1942"	"Mar 17 1942"	"Feb 02 1942 - Mar 17 1942"	"Georgia O'Keeffe: Exhibition of Recent Paintings, 1941; Organizer: An American Place (New York City); Start: Feb 02 1942; End: Mar 17 1942; An American Place (New York City); Opening: Feb 02 1942; Closing: Mar 17 1942"	"1476"	"1014, 1015, 1016, 1017, 1020, 1218, 8950, 8951, 8952, 8953, 8960, 8961"
"167"	"Georgia O'Keeffe: Exhibition of Paintings (1919--1934); Organizer: An American Place (New York City); Start: Jan 27 1935; End: Mar 01 1935"	"Historic"	"Georgia O'Keeffe: Exhibition of Paintings (1919--1934)"	"1935 ^New York ^An American Place ^Georgia O'Keeffe: Exhibition of Paintings (1919--1934) ^27 January--1 March"	"An American Place (New York City)   Institution"	"1476"	"Jan 27 1935"	"Mar 01 1935"	"Jan 27 1935 - Mar 01 1935"	"Georgia O'Keeffe: Exhibition of Paintings (1919--1934); Organizer: An American Place (New York City); Start: Jan 27 1935; End: Mar 01 1935; An American Place (New York City); Opening: Jan 27 1935; Closing: Mar 01 1935"	"1476"	"124, 8502, 8557, 8683, 8702, 8705, 8707, 8724, 8763, 8811, 8828, 8829"
"182"	"New Acquisitions: The Collection of Mrs. John D. Rockefeller, Jr.; Organizer: Museum of Modern Art (New York City); Start: Jan 14 1936; End: Feb 16 1936"	"Historic"	"New Acquisitions: The Collection of Mrs. John D. Rockefeller, Jr."	"1936 ^New York ^The Museum of Modern Art ^New Acquisitions: The Collection of Mrs. John D. Rockefeller, Jr. ^14 January--16 February"	"Museum of Modern Art (New York City)   Institution"	"1325"	"Jan 14 1936"	"Feb 16 1936"	"Jan 14 1936 - Feb 16 1936"	"New Acquisitions: The Collection of Mrs. John D. Rockefeller, Jr.; Organizer: Museum of Modern Art (New York City); Start: Jan 14 1936; End: Feb 16 1936; Museum of Modern Art (New York City); Opening: Jan 14 1936; Closing: Feb 16 1936"	"1325"	"124, 8644, 8788, 8828, 8829"
"239"	"Romantic Painting in America; Organizer: Museum of Modern Art (New York City); Start: Nov 17 1943; End: Feb 06 1944"	"Historic"	"Romantic Painting in America"	"1943 ^New York ^The Museum of Modern Art ^Romantic Painting in America ^17 November 1943-6 February 1944"	"Museum of Modern Art (New York City)   Institution"	"1325"	"Nov 17 1943"	"Feb 06 1944"	"Nov 17 1943 - Feb 06 1944"	"Romantic Painting in America; Organizer: Museum of Modern Art (New York City); Start: Nov 17 1943; End: Feb 06 1944; Museum of Modern Art (New York City); Opening: Nov 17 1943; Closing: Feb 06 1944"	"1325"	"124, 8723, 8724"
"157"	"Georgia O'Keeffe at 'An American Place,' 44 Selected Paintings 1915-1927; Organizer: An American Place (New York City); Start: Jan 29 1934; End: Mar 17 1934"	"Historic"	"Georgia O'Keeffe at 'An American Place,' 44 Selected Paintings 1915-1927"	"1934 ^New York ^An American Place ^Georgia O'Keeffe at 'An American Place,' 44 Selected Paintings 1915-1927 ^29 January--17 March"	"An American Place (New York City)   Institution"	"1476"	"Jan 29 1934"	"Mar 17 1934"	"Jan 29 1934 - Mar 17 1934"	"Georgia O'Keeffe at 'An American Place,' 44 Selected Paintings 1915-1927; Organizer: An American Place (New York City); Start: Jan 29 1934; End: Mar 17 1934; An American Place (New York City); Opening: Jan 29 1934; Closing: Mar 17 1934"	"1476"	"154, 8261, 8399, 8400, 8536, 8587, 8589, 8590, 8639, 8758, 8763"
"272"	"Annual Exhibition of Contemporary American Painting; Organizer: Whitney Museum of American Art (New York City); Start: Dec 10 1946; End: Jan 16 1947"	"Historic"	"Annual Exhibition of Contemporary American Painting"	"1946 ^New York ^Whitney Museum of American Art ^1946 Annual Exhibition of Contemporary American Painting ^10 December 1946-16 January 1947"	"Whitney Museum of American Art (New York City)   Institution"	"340"	"Dec 10 1946"	"Jan 16 1947"	"Dec 10 1946 - Jan 16 1947"	"Annual Exhibition of Contemporary American Painting; Organizer: Whitney Museum of American Art (New York City); Start: Dec 10 1946; End: Jan 16 1947; Whitney Museum of American Art (New York City); Opening: Dec 10 1946; Closing: Jan 16 1947"	"340"	"154, 8291, 8300, 8334, 8373, 8375, 8389, 8399, 8408"
"188"	"Georgia O'Keeffe: New Paintings; Organizer: An American Place (New York City); Start: Feb 05 1937; End: Mar 17 1937"	"Historic"	"Georgia O'Keeffe: New Paintings"	"1937 ^New York ^An American Place ^5 February -- 17 March"	"An American Place (New York City)   Institution"	"1476"	"Feb 05 1937"	"Mar 17 1937"	"Feb 05 1937 - Mar 17 1937"	"Georgia O'Keeffe: New Paintings; Organizer: An American Place (New York City); Start: Feb 05 1937; End: Mar 17 1937; An American Place (New York City); Opening: Feb 05 1937; Closing: Mar 17 1937"	"1476"	"19, 8261, 8316, 8334, 8806, 8856, 8859, 8860, 8872, 8874, 8883, 8887, 8895"
"236"	"Georgia O'Keeffe; Organizer: Art Institute of Chicago (Chicago); Start: Jan 21 1943; End: Feb 22 1943"	"Historic"	"Georgia O'Keeffe"	"1943 ^Chicago, Illinois ^The Art Institute of Chicago ^Georgia O'Keeffe ^21 January--22 February"	"Art Institute of Chicago (Chicago)   Institution"	"381"	"Jan 21 1943"	"Feb 22 1943"	"Jan 21 1943 - Feb 22 1943"	"Georgia O'Keeffe; Organizer: Art Institute of Chicago (Chicago); Start: Jan 21 1943; End: Feb 22 1943; Art Institute of Chicago (Chicago); Opening: Jan 21 1943; Closing: Feb 22 1943"	"381"	"19, 99, 166, 990, 1001, 1002, 8261, 8316, 8396, 8400, 8445, 8476, 8502, 8543, 8555, 8557, 8595, 8597, 8611, 8629, 8639, 8644, 8647, 8663, 8669, 8671, 8683, 8702, 8703, 8707, 8714, 8724, 8740, 8746, 8749, 8750, 8759, 8760, 8761, 8762, 8763, 8764, 8787, 8788, 8817, 8818, 8820, 8856, 8883, 8887, 8902, 8903, 8934, 8952"
"326"	"Georgia O'Keeffe: Paintings 1946-1950; Organizer: An American Place (New York City); Start: Oct 1950; End: Nov 1950"	"Historic"	"Georgia O'Keeffe: Paintings 1946-1950"	"1950 ^New York ^An American Place ^Georgia O'Keeffe: Paintings 1946-1950 ^October-November"	"An American Place (New York City)   Gallery"	"1476"	"Oct 1950"	"Nov 1950"	"Oct 1950 - Nov 1950"	"Georgia O'Keeffe: Paintings 1946-1950; Organizer: An American Place (New York City); Start: Oct 1950; End: Nov 1950; An American Place (New York City); Opening: Oct 1950; Closing: Nov 1950"	"1476"	"38, 90, 165, 544, 1028, 1033, 1034, 1037"
"237"	"Georgia O'Keeffe: Paintings - 1942-1943; Organizer: An American Place (New York City); Start: Mar 27 1943; End: May 22 1943"	"Historic"	"Georgia O'Keeffe: Paintings - 1942-1943"	"1943 ^New York ^An American Place ^Georgia O'Keeffe: Paintings - 1942-1943 ^27 March-22 May"	"An American Place (New York City)   Gallery"	"1476"	"Mar 27 1943"	"May 22 1943"	"Mar 27 1943 - May 22 1943"	"Georgia O'Keeffe: Paintings - 1942-1943; Organizer: An American Place (New York City); Start: Mar 27 1943; End: May 22 1943; An American Place (New York City); Opening: Mar 27 1943; Closing: May 22 1943"	"1476"	"39, 42, 143, 1021, 1022, 8949, 8956, 8957, 8958, 8959"
"227"	"Exhibition of Georgia O'Keeffe; Organizer: An American Place (New York City); Start: Jan 27 1941; End: Mar 11 1941"	"Historic"	"Exhibition of Georgia O'Keeffe"	"1941 ^New York ^An American Place ^Exhibition of Georgia O'Keeffe ^27 January--11 March"	"An American Place (New York City)   Gallery"	"1476"	"Jan 27 1941"	"Mar 11 1941"	"Jan 27 1941 - Mar 11 1941"	"Exhibition of Georgia O'Keeffe; Organizer: An American Place (New York City); Start: Jan 27 1941; End: Mar 11 1941; An American Place (New York City); Opening: Jan 27 1941; Closing: Mar 11 1941"	"1476"	"59, 8642, 8644, 8791, 8811, 8814, 8859, 8874, 8934, 8935, 8937, 8938, 8939, 8940, 8941, 8942, 8943, 8954"
"258"	"Georgia O'Keeffe: Paintings, 1944; Organizer: An American Place (New York City); Start: Jan 22 1944; End: Mar 22 1944"	"Historic"	"Georgia O'Keeffe: Paintings, 1944"	"1945 ^New York ^An American Place ^22 January--22 March"	"An American Place (New York City)   Gallery"	"1476"	"Jan 22 1944"	"Mar 22 1944"	"Jan 22 1944 - Mar 22 1944"	"Georgia O'Keeffe: Paintings, 1944; Organizer: An American Place (New York City); Start: Jan 22 1944; End: Mar 22 1944; An American Place (New York City); Opening: Jan 22 1944; Closing: Mar 22 1944"	"1476"	"60, 136"
"246"	"Georgia O'Keeffe: Paintings -- 1943; Organizer: An American Place (New York City); Start: Jan 1944; End: Mar 1944"	"Historic"	"Georgia O'Keeffe: Paintings -- 1943"	"1944 ^New York ^An American Place ^Georgia O'Keeffe: Paintings -- 1943 ^January--March"	"An American Place (New York City)   Gallery"	"1476"	"Jan 1944"	"Mar 1944"	"Jan 1944 - Mar 1944"	"Georgia O'Keeffe: Paintings -- 1943; Organizer: An American Place (New York City); Start: Jan 1944; End: Mar 1944; An American Place (New York City); Opening: Jan 1944; Closing: Mar 1944"	"1476"	"60, 86, 1025, 1026, 8966, 8967, 8971"
"104"	"Fifty Recent Paintings, by Georgia O'Keeffe; Organizer: Intimate Gallery (New York City); Start: Mar 11 1926; End: Apr 03 1926"	"Historic"	"Fifty Recent Paintings, by Georgia O'Keeffe"	"1926 ^New York ^The Intimate Gallery ^ Fifty Recent Paintings, by Georgia O'Keeffe ^11 February -- 11 March [extended to 3 April?]"	"Intimate Gallery (New York City)   "	"1324"	"Mar 11 1926"	"Apr 03 1926"	"Mar 11 1926 - Apr 03 1926"	"Fifty Recent Paintings, by Georgia O'Keeffe; Organizer: Intimate Gallery (New York City); Start: Mar 11 1926; End: Apr 03 1926; Intimate Gallery (New York City); Opening: Mar 11 1926; Closing: Apr 03 1926"	"1324"	"7735, 8564, 8595"
"180"	"Georgia O'Keeffe: Exhibition of Recent Paintings,1935; Organizer: An American Place (New York City); Start: Jan 07 1936; End: Feb 27 1936"	"Historic"	"Georgia O'Keeffe: Exhibition of Recent Paintings,1935"	"1936 ^New York ^An American Place ^*Georgia O'Keeffe: Exhibition of Recent Paintings,1935 ^7 January--27 February"	"An American Place (New York City)   Institution"	"1476"	"Jan 07 1936"	"Feb 27 1936"	"Jan 07 1936 - Feb 27 1936"	"Georgia O'Keeffe: Exhibition of Recent Paintings,1935; Organizer: An American Place (New York City); Start: Jan 07 1936; End: Feb 27 1936; An American Place (New York City); Opening: Jan 07 1936; Closing: Feb 27 1936"	"1476"	"842, 8840"
"192"	"Paintings by 12 Younger Americans; Organizer: Downtown Gallery (The) (New York); Start: Oct 19 1937; End: Nov 06 1937"	"Historic"	"Paintings by 12 Younger Americans"	"1937 ^New York ^The Downtown Gallery ^Paintings by 12 Younger Americans ^19 October -- 6 November"	"Downtown Gallery (The) (New York)   Institution"	"1468"	"Oct 19 1937"	"Nov 06 1937"	"Oct 19 1937 - Nov 06 1937"	"Paintings by 12 Younger Americans; Organizer: Downtown Gallery (The) (New York); Start: Oct 19 1937; End: Nov 06 1937; Downtown Gallery (The) (New York); Opening: Oct 19 1937; Closing: Nov 06 1937"	"1468"	"8445, 8811"
"141"	"title unknown; Organizer: Reinhardt Galleries (New York City); Start: 1932; End: 1932"	"Historic"	"title unknown"	"1932 ^New York ^Reinhardt Galleries ^title and dates unknown"	"Reinhardt Galleries (New York City)   "	"1493"	"1932"	"1932"	"1932 - 1932"	"title unknown; Organizer: Reinhardt Galleries (New York City); Start: 1932; End: 1932; Reinhardt Galleries (New York City); Opening: 1932; Closing: 1932"	"1493"	"8446, 8603"
"322"	"Amerika Schildert; Organizer: Stedelijk Museum (Amsterdam); Start: Jun 15 1950; End: Sep 15 1950"	"Historic"	"Amerika Schildert"	"1950 ^Amsterdam ^Stedelijk Museum ^Amerika Schildert ^15 June-15 September"	"Stedelijk Museum (Amsterdam)   Institution"	"1596"	"Jun 15 1950"	"Sep 15 1950"	"Jun 15 1950 - Sep 15 1950"	"Amerika Schildert; Organizer: Stedelijk Museum (Amsterdam); Start: Jun 15 1950; End: Sep 15 1950; Stedelijk Museum (Amsterdam); Opening: Jun 15 1950; Closing: Sep 15 1950"	"1596"	"8493, 8677, 8775, 8842, 8967"
"327"	"20th Century Painters: A Special Exhibitions of oils, watercolors and drawings selected from the collections of American art in the Metropolitan Museum; Organizer: Metropolitan Museum of Art (New York City); Start: Jun 15 1950; End: Oct 29 1950"	"Historic"	"20th Century Painters: A Special Exhibitions of oils, watercolors and drawings selected from the collections of American art in the Metropolitan Museum"	"1950 ^New York ^The Metropolitan Museum of Art ^20th Century Painters: A Special Exhibitions of oils, watercolors and drawings selected from the collections of American art in the Metropolitan Museum ^15 June-29 October"	"Metropolitan Museum of Art (New York City)   Institution"	"336"	"Jun 15 1950"	"Oct 29 1950"	"Jun 15 1950 - Oct 29 1950"	"20th Century Painters: A Special Exhibitions of oils, watercolors and drawings selected from the collections of American art in the Metropolitan Museum; Organizer: Metropolitan Museum of Art (New York City); Start: Jun 15 1950; End: Oct 29 1950; Metropolitan Museum of Art (New York City); Opening: Jun 15 1950; Closing: Oct 29 1950"	"336"	"8543, 8629, 8644, 8788, 8811, 8883"
