System ID	Provenance full details	Acquisition Method
"1317"	"Estate of artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1318"	"Estate of artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1319"	"Estate of artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1320"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1321"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1322"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1323"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1324"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1325"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1326"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1327"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1328"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1329"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1330"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1331"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1332"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1333"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1334"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1335"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1336"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1337"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1338"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1339"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1340"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1341"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1342"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1343"	"Estate of the artist,1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1344"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1345"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1346"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1348"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1349"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"135"		"Gift"
"1350"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1351"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1352"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1353"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1354"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1355"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1356"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1357"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1358"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1359"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"136"	"The Burnett Foundation purchased this on 4/15/99   The Burnett Foundation (Fort Worth)   1999   , Private Collection   Private Collection*   1987, Estate of the artist, 1986   Georgia O'Keeffe   1986"	"Gift"
"1361"		"Gift"
"1362"		"Gift"
"1370"		"Gift"
"1372"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1373"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1374"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1375"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1376"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1377"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1378"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1379"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1380"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1381"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1382"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1383"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1384"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1385"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1387"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1388"	"Tony Vaccaro         "	"Purchase"
"1391"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1393"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1394"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1396"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1398"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"14"	"Estate of the artist, 1986 ^Private collection, 1987 ^(Mongerson Wunderlich, Chicago, Ill.) ^Gerald and Kathleen Peters, Santa Fe, N.Mex., 1992   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"140"		"Gift"
"1400"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1401"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1402"	"Tony Vaccaro         "	"Purchase"
"1403"	"Tony Vaccaro         "	"Purchase"
"1404"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1405"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1406"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1407"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1408"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1409"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"141"	"Eugene and Clare Thaw, Santa Fe, New Mexico      1978   , Harold Diamond, New York, NY, purchase   1977"	"Gift"
"1410"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1411"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1412"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1413"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1414"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1415"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1416"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1417"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1418"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1419"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"142"	"Estate of the artist, 1986 ^Private collection, 1987   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1420"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1421"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1422"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1423"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1424"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1425"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1426"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1427"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1428"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1429"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"143"	"James Corcoran Gallery, Los Angeles, CA      1989   , Doris Bry, New York, NY, Joan T. Washburn, New York, NY"	"Gift"
"1430"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1431"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1432"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1433"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1434"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1435"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1436"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1437"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1438"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1439"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"144"	"Estate of the artist   Georgia O'Keeffe   1986   Abiquiu/New Mexico, created by artist   Georgia O'Keeffe   1921"	"Burnett Foundation Gift"
"1440"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1441"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1442"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1443"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1444"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1445"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1446"	"Estate of the Artsit, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1447"	"Estate of the Artsit, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1448"	"Estate of the Artsit, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1449"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"145"	"[----] ^Joan T. Washburn, New York, NY         "	"Gift"
"1450"	"Estate of the artist   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1451"		"Gift"
"1452"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1453"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1454"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1455"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1456"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1457"		"Gift"
"1458"		"Gift"
"1459"		"Gift"
"146"	"(An American Place, New York, N.Y.) ^Mr. and Mrs. Zalmon Simmons, Greenwich, Conn., 1931 ^Desended in family ^ACA Galleries, New York, N.Y., and Joshua Mailman, New York, N.Y., 1987         "	"Burnett Foundation Gift"
"1460"		"Gift"
"1461"		"Gift"
"1462"		"Gift"
"1463"	"Estate of the artist   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1464"	"Estate of the artist   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1465"	"Estate of the artist   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1466"	"Estate of the artist   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1467"	"Estate of the artist   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1468"	"Estate of the artist   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1469"	"Estate of the artist   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"147"	"Sotheby's, NY, sale no. 7064, lot no. 148,   Gerald Peters Gallery (Santa Fe)   Dec 03 1997   , Andrew Crispo Gallery Inc., NY   1977, Harold Diamond, NY, purchase   1977, (Gerald Peters Gallery, Santa Fe, New Mexico)"	"Gift"
"1470"	"Estate of the artist   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1471"	"Estate of the artist   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1472"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1473"	"Estate of the artist   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1474"	"Estate of the artist   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1475"		"Gift"
"1476"		"Gift"
"1477"		"Gift"
"1478"		"Gift"
"1479"		"Gift"
"148"	"(Alfred Stieglitz, New York, N.Y.) ^Mrs. Carlton H. Palmer, New York, N.Y., 1920s ^(Reinhardt Galleries, New York, N.Y.), unknown ^The artist, purchase, 1933 ^(The Downtown Gallery, New York, N.Y.) ^Mr. and Mrs. John Denman, Bellevue, Wash., 1950 ^(A. J. Kollar, Fine Paintings, Seattle, WA.), 1989 ^(Middendorf Gallery, Washington, D.C.) ^Private collection, Washington, D.C., 1989 ^(Middendorf Gallery, Washington, D.C.)         "	"Gift"
"1480"		"Gift"
"1481"		"Gift"
"1482"		"Gift"
"1483"		"Gift"
"1484"		"Gift"
"1485"		"Gift"
"1486"		"Gift"
"1487"		"Gift"
"1488"		"Gift"
"1489"		"Gift"
"149"	"(The Downtown Gallery, New York, N.Y.) ^Private collection, New York, N.Y., 1949 ^(Doris Bry, New York, N.Y.) ^Andrew Crispo, New York, N.Y., 1979 ^Sotheby's, New York, N.Y., sale no. 7064, lot no. 149, 3 December 1997         "	"Gift"
"1490"		"Gift"
"1491"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1492"		"Gift"
"1493"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1494"		"Gift"
"1495"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1496"		"Gift"
"1497"		"Gift"
"1498"		"Gift"
"1499"		"Gift"
"15"	"Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1997 (partial share)         "	"Gift"
"150"	"ACA Galleries, New York, N.Y., 1979 ^(Joan T. Washburn, New York, N.Y.) ^Private collection, Washington, D.C., 1980 ^(Barbara Mathes Gallery, New York, N.Y.)         "	"Gift"
"1500"		"Gift"
"1501"		"Gift"
"1502"		"Gift"
"1503"		"Gift"
"1504"		"Gift"
"1505"		"Gift"
"1506"		"Gift"
"1507"		"Gift"
"1508"		"Gift"
"1509"		"Gift"
"151"	"Estate of the artist, 1986 ^Private collection, 1987 ^(Mongerson Wunderlich, Chicago, IL) ^Gerald Peters Gallery, Santa Fe, NM & Owings-Dewey Fine Art, Santa Fe, 1994 ^(Owings-Dewey Fine Art, Santa Fe, NM)   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Burnett Foundation Gift"
"1510"		"Gift"
"1511"		"Gift"
"1512"		"Gift"
"1513"		"Gift"
"1514"		"Gift"
"1515"		"Gift"
"1516"		"Gift"
"1517"		"Gift"
"1518"		"Gift"
"1519"		"Gift"
"1520"		"Gift"
"1521"		"Gift"
"1522"		"Gift"
"1523"		"Gift"
"1524"		"Gift"
"1525"		"Gift"
"1526"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1527"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1528"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1529"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"153"	"(The Downtown Gallery, New York, N.Y.) ^Edith G. Halpert, New York, N.Y., 1960s ^Private collection, New York, N.Y., gift, 1966         "	"Burnett Foundation Gift"
"1530"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1531"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1532"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1533"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1534"	"Estate of the artist, 1986         "	"Gift"
"1535"	"Estate of the artist, 1986         "	"Gift"
"1536"	"Estate of the artist, 1986         "	"Gift"
"1537"	"Estate of the artist, 1986         "	"Gift"
"1538"	"Estate of the artist, 1986         "	"Gift"
"154"	"(The Downtown Gallery, New York, N.Y.) ^Mr. and Mrs. Stephen H. Stone, Newton Centre, Mass., 1955 ^(Alpha Gallery, Boston, Mass.) ^Andrew Crispo, New York, N.Y., 1973 ^Sotheby's, New York, N.Y., sale no. 7064, lot no. 138, 3 December 1997 ^(Gerald Peters Gallery, Santa Fe, N.Mex.)         "	"Gift"
"155"	"(The Downtown Gallery, New York, N.Y.) ^Mrs. J. J. Carney, New York, N.Y., 1947 ^Desended in family ^(Tibor de Nagy, New York, N.Y.)         "	"Burnett Foundation Gift"
"156"	"(Doris Bry, New York, N.Y.) ^Hallie B. Dewar, San Antonio, Tex., 1950 ^Estate of Hallie B. Dewar, 1986 ^Gerald Peters Gallery, Santa Fe, N.Mex. ^Private collection, Kansas City, Mo., 1986 ^(Gerald Peters Gallery, Santa Fe, N.Mex.)         "	"Burnett Foundation Gift"
"1561"		"Gift"
"1562"		"Gift"
"1563"		"Gift"
"1564"		"Gift"
"1565"		"Gift"
"1566"		"Gift"
"1567"		"Gift"
"1568"		"Gift"
"1569"		"Gift"
"157"	"Paul Strand, New York, N.Y., gift, 1920s ^Estate of Paul Strand, 1976 ^(Joan T. Washburn, New York, N.Y.) ^Collection of Françoise & Harvey Rambach, Locust, N.J., 1980         "	"Gift"
"1570"		"Gift"
"1571"		"Gift"
"1572"		"Gift"
"1573"		"Gift"
"1574"		"Gift"
"1575"		"Gift"
"1576"		"Gift"
"1577"		"Gift"
"1578"		"Gift"
"1579"		"Gift"
"158"	"Estate of the artist, 1986 ^Private collection, 1987   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Burnett Foundation Gift"
"1580"		"Gift"
"1581"		"Gift"
"1582"		"Gift"
"1583"		"Gift"
"159"	"(Alfred Stieglitz, New York, N.Y.) ^Marion Beckett, New York, N.Y., 1923         "	"Burnett Foundation Gift"
"16"	"Anita O'Keeffe (Mrs. Robert R.) Young, Newport, R.I., 1970 ^The artist, unknown ^Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)   Mrs. Anita Young      Newport/Rhode Island,    Georgia O'Keeffe   Unknown"	"Gift"
"160"	"Estate of the artist, 1986 ^Private collection, 1987         "	"Gift"
"161"	"Estate of the artist, 1986 ^Private collection, 1987         "	"Gift"
"162"	"(The Downtown Gallery, New York, N.Y.) ^Mrs. Albert D. Lasker, New York, N.Y., 1961 ^Andrew Crispo, New York, N.Y., 1980 ^Sotheby's, New York, N.Y., sale no. 7064, lot no. 181, 3 December 1997         "	"Burnett Foundation Gift"
"163"	"Private collection      1987   , Estate of the artist   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Burnett Foundation Gift"
"164"	"Estate of the artist   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1696"		"Gift"
"1697"	"Gift of the artist to Dorothy Benrimo (1903-1977) and Tom Benrimo (1924-1958).         , Earl Stroh, Mission Gallery sold to Richard Woods"	"Gift"
"1698"	"Evans Gallery, Portland, Maine         "	"Purchase"
"1699"	"Evans Gallery         "	"Purchase"
"17"	"The Burnett Foundation,Fort Worth, Texas, 1996 (partial share)   The Burnett Foundation (Fort Worth)   1996   Fort Worth/Texas, The Georgia O'Keeffe Foundation, Abiquiu, New Mexico, 1993   The Georgia O'Keeffe Foundation   1993   Abiquiu/New Mexico, Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1700"	"Evans Gallery         "	"Purchase"
"1701"	"Evans Gallery         "	"Purchase"
"1702"	"Evans Gallery         "	"Purchase"
"1703"	"Evans Gallery         "	"Purchase"
"1704"	"Evans Gallery, Portland, Maine         "	"Purchase"
"1705"	"Evans Gallery, Portland, Maine         "	"Purchase"
"1706"	"Evans Gallery, Portland , Maine         "	"Purchase"
"1707"	"Evans Gallery, Portland, Maine         "	"Purchase"
"1708"	"Evans Gallery, Portland , Maine         "	"Purchase"
"1709"	"Evans Gallery, Portland Maine         "	"Purchase"
"1710"	"Evans Gallery, Portland, Maine         "	"Purchase"
"1711"	"Evans Gallery, Portland , Maine         "	"Purchase"
"1712"	"Evans Gallery, Portland , Maine         "	"Purchase"
"1713"	"Evans Gallery, Portland , Maine         "	"Purchase"
"1714"	"Evans Gallery, Portland , Maine         "	"Purchase"
"1715"	"Evans Gallery, Portland , Maine         "	"Purchase"
"1716"	"Evans Gallery         "	"Purchase"
"1718"	"Evans Gallery, Portland , Maine         "	"Purchase"
"1719"	"Evans Gallery, Portland , Maine         "	"Purchase"
"172"	"(The Downtown Gallery, New York, N.Y.) ^Dr. John B. Chewning, Cincinnati, Ohio, 1961         "	"Gift"
"1721"	"Evans Gallery, Portland, Maine         "	"Purchase"
"1722"	"Evans Gallery, Portland Maine         "	"Purchase"
"1723"	"Evans Gallery, Portland , Maine         "	"Purchase"
"1724"	"Evans Gallery, Portland, Maine         "	"Purchase"
"1725"		"Purchase"
"1726"		"Purchase"
"1727"		"Purchase"
"1728"		"Purchase"
"1729"		"Purchase"
"173"		"Gift"
"1730"		"Purchase"
"1731"		"Purchase"
"1732"		"Purchase"
"1733"		"Purchase"
"1735"		"Purchase"
"1736"		"Purchase"
"1737"		"Purchase"
"1738"		"Purchase"
"1739"		"Purchase"
"174"		"Gift"
"1740"		"Purchase"
"1741"		"Purchase"
"1742"		"Gift"
"1743"		"Gift"
"1744"		"Gift"
"1745"		"Gift"
"1746"		"Gift"
"1747"		"Gift"
"1748"		"Gift"
"175"		"Gift"
"1751"		"Gift"
"1752"		"Gift"
"1753"		"Gift"
"1754"		"Gift"
"1755"		"Gift"
"1756"		"Gift"
"1757"		"Gift"
"1758"		"Gift"
"1759"		"Gift"
"1760"		"Gift"
"1761"		"Gift"
"1762"		"Gift"
"1763"		"Gift"
"1764"		"Gift"
"1765"		"Gift"
"1766"		"Gift"
"1767"		"Gift"
"1768"		"Gift"
"1769"		"Gift"
"1770"		"Gift"
"1771"		"Gift"
"1772"		"Gift"
"1773"		"Gift"
"1774"		"Gift"
"1775"		"Gift"
"1776"		"Gift"
"1777"		"Gift"
"1778"		"Gift"
"1779"		"Gift"
"1780"		"Gift"
"1781"		"Gift"
"1782"		"Gift"
"1783"		"Gift"
"1784"		"Gift"
"1785"		"Gift"
"1786"		"Gift"
"1787"		"Gift"
"1788"		"Gift"
"1789"		"Gift"
"1790"		"Gift"
"1791"		"Gift"
"1792"		"Gift"
"1793"		"Gift"
"1794"		"Gift"
"1795"		"Gift"
"1796"		"Gift"
"1797"		"Gift"
"1798"		"Gift"
"1799"		"Gift"
"18"	"The Burnett Foundation (partial share), 1996   The Burnett Foundation (Fort Worth)   1996   Fort Worth/Texas, The Georgia O'Keeffe Foundation, 1993   The Georgia O'Keeffe Foundation   1993   Abiquiu/New Mexico, Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"1800"		"Gift"
"1801"		"Gift"
"1802"		"Gift"
"1803"		"Gift"
"1804"		"Gift"
"1805"		"Gift"
"1806"		"Gift"
"1807"		"Gift"
"1808"		"Gift"
"1809"		"Gift"
"1810"		"Gift"
"1811"		"Gift"
"1812"		"Gift"
"1813"		"Gift"
"1814"		"Gift"
"1815"		"Gift"
"1816"		"Gift"
"1817"		"Gift"
"1818"		"Gift"
"1819"		"Gift"
"1820"		"Gift"
"1822"		"Gift"
"1823"		"Gift"
"1825"		"Gift"
"1826"		"Gift"
"1827"		"Gift"
"1830"		"Gift"
"184"		"Purchase"
"186"	"Christie's 502 Park Avenue, NY, NY 10002         "	"Purchase"
"1863"		"Gift"
"1879"		"Gift"
"188"		"Purchase"
"1885"		"Gift"
"189"	"Emily Fisher Landau, New Mexico, purchase, 1985   Emily Fisher Landau (Galisteo)   1985   New Mexico"	"Gift"
"19"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico, Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)"	"Gift"
"190"	"Purchased by donor in June of 1983 for $500, fair market value in 2000 determined by Dealer price was $3,500.         "	"Gift"
"1902"		"Gift"
"1903"		"Gift"
"1904"		"Gift"
"1908"		"Gift"
